t,tau1,tau2,q1,q2,X,Y, 
8.9225, -2.53208, 5.2396, -3.66949, -4.15412, 0.495824, 1.1665,
8.92375, -2.54603, 5.23949, -3.67039, -4.15403, 0.495067, 1.16614,
8.925, -2.55999, 5.23937, -3.6713, -4.15393, 0.494309, 1.16579,
8.92625, -2.57395, 5.23925, -3.6722, -4.15384, 0.493551, 1.16544,
8.9275, -2.58792, 5.23912, -3.67311, -4.15374, 0.492792, 1.16509,
8.92875, -2.60189, 5.239, -3.67401, -4.15365, 0.492033, 1.16474,
8.93, -2.61587, 5.23886, -3.67492, -4.15355, 0.491274, 1.16439,
8.93125, -2.62985, 5.23873, -3.67582, -4.15345, 0.490514, 1.16404,
8.9325, -2.64383, 5.23859, -3.67673, -4.15335, 0.489754, 1.1637,
8.93375, -2.65782, 5.23845, -3.67764, -4.15325, 0.488994, 1.16335,
8.935, -2.6718, 5.2383, -3.67854, -4.15315, 0.488233, 1.16301,
8.93625, -2.68579, 5.23815, -3.67945, -4.15305, 0.487472, 1.16267,
8.9375, -2.69979, 5.238, -3.68036, -4.15295, 0.486711, 1.16233,
8.93875, -2.71378, 5.23784, -3.68126, -4.15285, 0.485949, 1.16199,
8.94, -2.72778, 5.23768, -3.68217, -4.15275, 0.485186, 1.16165,
8.94125, -2.74177, 5.23752, -3.68308, -4.15265, 0.484424, 1.16131,
8.9425, -2.75577, 5.23736, -3.68399, -4.15254, 0.483661, 1.16098,
8.94375, -2.76976, 5.23719, -3.68489, -4.15244, 0.482897, 1.16064,
8.945, -2.78376, 5.23702, -3.6858, -4.15234, 0.482133, 1.16031,
8.94625, -2.79776, 5.23684, -3.68671, -4.15223, 0.481369, 1.15997,
8.9475, -2.81175, 5.23666, -3.68762, -4.15213, 0.480604, 1.15964,
8.94875, -2.82575, 5.23648, -3.68853, -4.15202, 0.479839, 1.15931,
8.95, -2.83974, 5.2363, -3.68943, -4.15191, 0.479074, 1.15898,
8.95125, -2.85373, 5.23611, -3.69034, -4.15181, 0.478308, 1.15865,
8.9525, -2.86772, 5.23592, -3.69125, -4.1517, 0.477542, 1.15833,
8.95375, -2.88171, 5.23573, -3.69216, -4.15159, 0.476775, 1.158,
8.955, -2.8957, 5.23553, -3.69307, -4.15148, 0.476008, 1.15768,
8.95625, -2.90968, 5.23534, -3.69398, -4.15137, 0.475241, 1.15735,
8.9575, -2.92366, 5.23513, -3.69489, -4.15126, 0.474473, 1.15703,
8.95875, -2.93764, 5.23493, -3.6958, -4.15115, 0.473705, 1.15671,
8.96, -2.95161, 5.23472, -3.69671, -4.15104, 0.472936, 1.15639,
8.96125, -2.96558, 5.23451, -3.69762, -4.15093, 0.472167, 1.15607,
8.9625, -2.97954, 5.2343, -3.69853, -4.15082, 0.471398, 1.15575,
8.96375, -2.9935, 5.23409, -3.69944, -4.15071, 0.470628, 1.15543,
8.965, -3.00746, 5.23387, -3.70036, -4.1506, 0.469857, 1.15512,
8.96625, -3.02141, 5.23365, -3.70127, -4.15048, 0.469087, 1.1548,
8.9675, -3.03536, 5.23343, -3.70218, -4.15037, 0.468315, 1.15449,
8.96875, -3.0493, 5.2332, -3.70309, -4.15025, 0.467544, 1.15418,
8.97, -3.06324, 5.23298, -3.704, -4.15014, 0.466772, 1.15387,
8.97125, -3.07717, 5.23275, -3.70492, -4.15002, 0.466, 1.15356,
8.9725, -3.09109, 5.23251, -3.70583, -4.14991, 0.465227, 1.15325,
8.97375, -3.10501, 5.23228, -3.70674, -4.14979, 0.464454, 1.15294,
8.975, -3.11892, 5.23204, -3.70766, -4.14967, 0.46368, 1.15263,
8.97625, -3.13283, 5.2318, -3.70857, -4.14956, 0.462906, 1.15233,
8.9775, -3.14672, 5.23156, -3.70948, -4.14944, 0.462131, 1.15202,
8.97875, -3.16061, 5.23132, -3.7104, -4.14932, 0.461356, 1.15172,
8.98, -3.1745, 5.23107, -3.71131, -4.1492, 0.460581, 1.15142,
8.98125, -3.18837, 5.23082, -3.71223, -4.14908, 0.459805, 1.15112,
8.9825, -3.20224, 5.23057, -3.71314, -4.14896, 0.459029, 1.15082,
8.98375, -3.2161, 5.23032, -3.71406, -4.14884, 0.458252, 1.15052,
8.985, -3.22995, 5.23006, -3.71498, -4.14872, 0.457475, 1.15022,
8.98625, -3.2438, 5.2298, -3.71589, -4.1486, 0.456697, 1.14992,
8.9875, -3.25763, 5.22954, -3.71681, -4.14847, 0.455919, 1.14963,
8.98875, -3.27146, 5.22928, -3.71773, -4.14835, 0.455141, 1.14933,
8.99, -3.28528, 5.22902, -3.71864, -4.14823, 0.454362, 1.14904,
8.99125, -3.29909, 5.22875, -3.71956, -4.1481, 0.453583, 1.14874,
8.9925, -3.31289, 5.22848, -3.72048, -4.14798, 0.452803, 1.14845,
8.99375, -3.32667, 5.22821, -3.7214, -4.14785, 0.452022, 1.14816,
8.995, -3.34045, 5.22794, -3.72232, -4.14773, 0.451242, 1.14787,
8.99625, -3.35422, 5.22767, -3.72323, -4.1476, 0.450461, 1.14758,
8.9975, -3.36799, 5.22739, -3.72415, -4.14748, 0.449679, 1.1473,
8.99875, -3.38173, 5.22711, -3.72507, -4.14735, 0.448897, 1.14701,
9, -3.39547, 5.22683, -3.72599, -4.14722, 0.448114, 1.14673,
9.00125, -3.4092, 5.22655, -3.72691, -4.14709, 0.447331, 1.14644,
9.0025, -3.42292, 5.22627, -3.72784, -4.14696, 0.446548, 1.14616,
9.00375, -3.43663, 5.22599, -3.72876, -4.14683, 0.445764, 1.14588,
9.005, -3.45033, 5.2257, -3.72968, -4.14671, 0.44498, 1.1456,
9.00625, -3.46401, 5.22541, -3.7306, -4.14658, 0.444195, 1.14532,
9.0075, -3.47769, 5.22512, -3.73152, -4.14644, 0.443409, 1.14504,
9.00875, -3.49135, 5.22483, -3.73244, -4.14631, 0.442624, 1.14476,
9.01, -3.505, 5.22453, -3.73337, -4.14618, 0.441837, 1.14448,
9.01125, -3.51864, 5.22424, -3.73429, -4.14605, 0.441051, 1.14421,
9.0125, -3.53227, 5.22394, -3.73522, -4.14592, 0.440263, 1.14393,
9.01375, -3.54588, 5.22364, -3.73614, -4.14578, 0.439476, 1.14366,
9.015, -3.55949, 5.22334, -3.73706, -4.14565, 0.438688, 1.14339,
9.01625, -3.57308, 5.22304, -3.73799, -4.14552, 0.437899, 1.14312,
9.0175, -3.58666, 5.22274, -3.73891, -4.14538, 0.43711, 1.14284,
9.01875, -3.60023, 5.22243, -3.73984, -4.14525, 0.43632, 1.14258,
9.02, -3.61378, 5.22213, -3.74077, -4.14511, 0.43553, 1.14231,
9.02125, -3.62732, 5.22182, -3.74169, -4.14497, 0.43474, 1.14204,
9.0225, -3.64085, 5.22151, -3.74262, -4.14484, 0.433949, 1.14177,
9.02375, -3.65437, 5.2212, -3.74355, -4.1447, 0.433157, 1.14151,
9.025, -3.66787, 5.22089, -3.74448, -4.14456, 0.432365, 1.14124,
9.02625, -3.68136, 5.22057, -3.7454, -4.14443, 0.431573, 1.14098,
9.0275, -3.69484, 5.22026, -3.74633, -4.14429, 0.43078, 1.14072,
9.02875, -3.7083, 5.21994, -3.74726, -4.14415, 0.429986, 1.14046,
9.03, -3.72175, 5.21962, -3.74819, -4.14401, 0.429192, 1.1402,
9.03125, -3.73519, 5.21931, -3.74912, -4.14387, 0.428398, 1.13994,
9.0325, -3.74861, 5.21899, -3.75005, -4.14373, 0.427603, 1.13968,
9.03375, -3.76202, 5.21866, -3.75098, -4.14359, 0.426807, 1.13942,
9.035, -3.77542, 5.21834, -3.75192, -4.14345, 0.426011, 1.13917,
9.03625, -3.7888, 5.21802, -3.75285, -4.1433, 0.425215, 1.13891,
9.0375, -3.80217, 5.21769, -3.75378, -4.14316, 0.424418, 1.13866,
9.03875, -3.81552, 5.21736, -3.75471, -4.14302, 0.423621, 1.13841,
9.04, -3.82886, 5.21704, -3.75565, -4.14288, 0.422823, 1.13816,
9.04125, -3.84219, 5.21671, -3.75658, -4.14273, 0.422024, 1.1379,
9.0425, -3.8555, 5.21638, -3.75751, -4.14259, 0.421225, 1.13766,
9.04375, -3.8688, 5.21605, -3.75845, -4.14244, 0.420426, 1.13741,
9.045, -3.88208, 5.21571, -3.75938, -4.1423, 0.419626, 1.13716,
9.04625, -3.89535, 5.21538, -3.76032, -4.14215, 0.418825, 1.13691,
9.0475, -3.90861, 5.21505, -3.76126, -4.14201, 0.418025, 1.13667,
9.04875, -3.92185, 5.21471, -3.76219, -4.14186, 0.417223, 1.13642,
9.05, -3.93508, 5.21437, -3.76313, -4.14171, 0.416421, 1.13618,
9.05125, -3.94829, 5.21403, -3.76407, -4.14156, 0.415619, 1.13594,
9.0525, -3.96148, 5.2137, -3.76501, -4.14142, 0.414816, 1.13569,
9.05375, -3.97467, 5.21336, -3.76594, -4.14127, 0.414012, 1.13545,
9.055, -3.98783, 5.21301, -3.76688, -4.14112, 0.413208, 1.13521,
9.05625, -4.00099, 5.21267, -3.76782, -4.14097, 0.412404, 1.13497,
9.0575, -4.01413, 5.21233, -3.76876, -4.14082, 0.411598, 1.13474,
9.05875, -4.02725, 5.21199, -3.7697, -4.14067, 0.410793, 1.1345,
9.06, -4.04036, 5.21164, -3.77064, -4.14052, 0.409987, 1.13426,
9.06125, -4.05345, 5.21129, -3.77159, -4.14037, 0.40918, 1.13403,
9.0625, -4.06653, 5.21095, -3.77253, -4.14022, 0.408373, 1.1338,
9.06375, -4.07959, 5.2106, -3.77347, -4.14006, 0.407565, 1.13356,
9.065, -4.09264, 5.21025, -3.77441, -4.13991, 0.406757, 1.13333,
9.06625, -4.10568, 5.2099, -3.77536, -4.13976, 0.405949, 1.1331,
9.0675, -4.1187, 5.20955, -3.7763, -4.1396, 0.405139, 1.13287,
9.06875, -4.1317, 5.2092, -3.77725, -4.13945, 0.40433, 1.13264,
9.07, -4.14469, 5.20885, -3.77819, -4.1393, 0.403519, 1.13241,
9.07125, -4.15767, 5.20849, -3.77914, -4.13914, 0.402709, 1.13219,
9.0725, -4.17063, 5.20814, -3.78008, -4.13899, 0.401897, 1.13196,
9.07375, -4.18357, 5.20778, -3.78103, -4.13883, 0.401085, 1.13174,
9.075, -4.1965, 5.20743, -3.78198, -4.13867, 0.400273, 1.13151,
9.07625, -4.20941, 5.20707, -3.78293, -4.13852, 0.39946, 1.13129,
9.0775, -4.22231, 5.20672, -3.78387, -4.13836, 0.398647, 1.13107,
9.07875, -4.2352, 5.20636, -3.78482, -4.1382, 0.397833, 1.13085,
9.08, -4.24807, 5.206, -3.78577, -4.13805, 0.397018, 1.13063,
9.08125, -4.26092, 5.20564, -3.78672, -4.13789, 0.396203, 1.13041,
9.0825, -4.27376, 5.20528, -3.78767, -4.13773, 0.395388, 1.13019,
9.08375, -4.28658, 5.20492, -3.78863, -4.13757, 0.394572, 1.12997,
9.085, -4.29939, 5.20455, -3.78958, -4.13741, 0.393755, 1.12976,
9.08625, -4.31219, 5.20419, -3.79053, -4.13725, 0.392938, 1.12954,
9.0875, -4.32497, 5.20383, -3.79148, -4.13709, 0.39212, 1.12933,
9.08875, -4.33773, 5.20346, -3.79244, -4.13693, 0.391302, 1.12912,
9.09, -4.35048, 5.2031, -3.79339, -4.13677, 0.390483, 1.1289,
9.09125, -4.36322, 5.20273, -3.79434, -4.13661, 0.389664, 1.12869,
9.0925, -4.37594, 5.20237, -3.7953, -4.13644, 0.388844, 1.12848,
9.09375, -4.38864, 5.202, -3.79626, -4.13628, 0.388024, 1.12827,
9.095, -4.40133, 5.20163, -3.79721, -4.13612, 0.387203, 1.12806,
9.09625, -4.41401, 5.20126, -3.79817, -4.13595, 0.386382, 1.12786,
9.0975, -4.42667, 5.20089, -3.79913, -4.13579, 0.38556, 1.12765,
9.09875, -4.43931, 5.20052, -3.80008, -4.13563, 0.384737, 1.12745,
9.1, -4.45194, 5.20015, -3.80104, -4.13546, 0.383914, 1.12724,
9.10125, -4.46456, 5.19978, -3.802, -4.1353, 0.383091, 1.12704,
9.1025, -4.47716, 5.19941, -3.80296, -4.13513, 0.382266, 1.12684,
9.10375, -4.48975, 5.19904, -3.80392, -4.13497, 0.381442, 1.12663,
9.105, -4.50232, 5.19866, -3.80488, -4.1348, 0.380617, 1.12643,
9.10625, -4.51488, 5.19829, -3.80584, -4.13463, 0.379791, 1.12623,
9.1075, -4.52742, 5.19791, -3.80681, -4.13447, 0.378965, 1.12604,
9.10875, -4.53995, 5.19754, -3.80777, -4.1343, 0.378138, 1.12584,
9.11, -4.55246, 5.19716, -3.80873, -4.13413, 0.37731, 1.12564,
9.11125, -4.56496, 5.19679, -3.8097, -4.13396, 0.376482, 1.12545,
9.1125, -4.57745, 5.19641, -3.81066, -4.13379, 0.375654, 1.12525,
9.11375, -4.58992, 5.19603, -3.81163, -4.13362, 0.374825, 1.12506,
9.115, -4.60238, 5.19565, -3.81259, -4.13345, 0.373995, 1.12486,
9.11625, -4.61482, 5.19527, -3.81356, -4.13328, 0.373165, 1.12467,
9.1175, -4.62725, 5.19489, -3.81453, -4.13311, 0.372335, 1.12448,
9.11875, -4.63966, 5.19451, -3.81549, -4.13294, 0.371504, 1.12429,
9.12, -4.65207, 5.19413, -3.81646, -4.13277, 0.370672, 1.1241,
9.12125, -4.66445, 5.19375, -3.81743, -4.1326, 0.36984, 1.12392,
9.1225, -4.67683, 5.19337, -3.8184, -4.13243, 0.369007, 1.12373,
9.12375, -4.68918, 5.19298, -3.81937, -4.13226, 0.368174, 1.12354,
9.125, -4.70153, 5.1926, -3.82034, -4.13208, 0.36734, 1.12336,
9.12625, -4.71386, 5.19222, -3.82131, -4.13191, 0.366505, 1.12317,
9.1275, -4.72618, 5.19183, -3.82228, -4.13174, 0.36567, 1.12299,
9.12875, -4.73848, 5.19145, -3.82326, -4.13156, 0.364835, 1.12281,
9.13, -4.75077, 5.19106, -3.82423, -4.13139, 0.363999, 1.12263,
9.13125, -4.76305, 5.19067, -3.8252, -4.13122, 0.363162, 1.12245,
9.1325, -4.77531, 5.19028, -3.82618, -4.13104, 0.362325, 1.12227,
9.13375, -4.78757, 5.1899, -3.82715, -4.13086, 0.361487, 1.12209,
9.135, -4.7998, 5.18951, -3.82813, -4.13069, 0.360649, 1.12191,
9.13625, -4.81203, 5.18912, -3.8291, -4.13051, 0.35981, 1.12173,
9.1375, -4.82424, 5.18873, -3.83008, -4.13034, 0.358971, 1.12156,
9.13875, -4.83643, 5.18834, -3.83106, -4.13016, 0.358131, 1.12138,
9.14, -4.84862, 5.18794, -3.83204, -4.12998, 0.357291, 1.12121,
9.14125, -4.86079, 5.18755, -3.83301, -4.12981, 0.35645, 1.12104,
9.1425, -4.87295, 5.18716, -3.83399, -4.12963, 0.355608, 1.12086,
9.14375, -4.8851, 5.18677, -3.83497, -4.12945, 0.354766, 1.12069,
9.145, -4.89723, 5.18637, -3.83595, -4.12927, 0.353924, 1.12052,
9.14625, -4.90935, 5.18598, -3.83694, -4.12909, 0.353081, 1.12036,
9.1475, -4.92146, 5.18558, -3.83792, -4.12891, 0.352237, 1.12019,
9.14875, -4.93356, 5.18518, -3.8389, -4.12873, 0.351393, 1.12002,
9.15, -4.94564, 5.18479, -3.83988, -4.12855, 0.350548, 1.11985,
9.15125, -4.95771, 5.18439, -3.84087, -4.12837, 0.349703, 1.11969,
9.1525, -4.96977, 5.18399, -3.84185, -4.12819, 0.348857, 1.11952,
9.15375, -4.98182, 5.18359, -3.84284, -4.12801, 0.34801, 1.11936,
9.155, -4.99385, 5.18319, -3.84382, -4.12783, 0.347164, 1.1192,
9.15625, -5.00587, 5.18279, -3.84481, -4.12765, 0.346316, 1.11904,
9.1575, -5.01788, 5.18239, -3.8458, -4.12746, 0.345468, 1.11888,
9.15875, -5.02988, 5.18199, -3.84678, -4.12728, 0.34462, 1.11872,
9.16, -5.04187, 5.18159, -3.84777, -4.1271, 0.343771, 1.11856,
9.16125, -5.05385, 5.18118, -3.84876, -4.12691, 0.342921, 1.1184,
9.1625, -5.06581, 5.18078, -3.84975, -4.12673, 0.342071, 1.11825,
9.16375, -5.07776, 5.18037, -3.85074, -4.12655, 0.34122, 1.11809,
9.165, -5.08971, 5.17997, -3.85173, -4.12636, 0.340369, 1.11793,
9.16625, -5.10164, 5.17956, -3.85272, -4.12618, 0.339517, 1.11778,
9.1675, -5.11355, 5.17915, -3.85371, -4.12599, 0.338665, 1.11763,
9.16875, -5.12546, 5.17874, -3.85471, -4.12581, 0.337812, 1.11748,
9.17, -5.13736, 5.17834, -3.8557, -4.12562, 0.336959, 1.11733,
9.17125, -5.14924, 5.17793, -3.8567, -4.12544, 0.336105, 1.11718,
9.1725, -5.16112, 5.17751, -3.85769, -4.12525, 0.33525, 1.11703,
9.17375, -5.17298, 5.1771, -3.85869, -4.12506, 0.334395, 1.11688,
9.175, -5.18484, 5.17669, -3.85968, -4.12487, 0.33354, 1.11673,
9.17625, -5.19668, 5.17628, -3.86068, -4.12469, 0.332684, 1.11659,
9.1775, -5.20851, 5.17586, -3.86168, -4.1245, 0.331827, 1.11644,
9.17875, -5.22033, 5.17545, -3.86267, -4.12431, 0.33097, 1.1163,
9.18, -5.23215, 5.17503, -3.86367, -4.12412, 0.330113, 1.11615,
9.18125, -5.24395, 5.17462, -3.86467, -4.12393, 0.329255, 1.11601,
9.1825, -5.25574, 5.1742, -3.86567, -4.12374, 0.328396, 1.11587,
9.18375, -5.26752, 5.17378, -3.86667, -4.12355, 0.327537, 1.11573,
9.185, -5.27929, 5.17336, -3.86767, -4.12336, 0.326677, 1.11559,
9.18625, -5.29105, 5.17294, -3.86868, -4.12317, 0.325817, 1.11545,
9.1875, -5.30281, 5.17252, -3.86968, -4.12298, 0.324956, 1.11531,
9.18875, -5.31455, 5.1721, -3.87068, -4.12279, 0.324095, 1.11518,
9.19, -5.32628, 5.17167, -3.87169, -4.1226, 0.323233, 1.11504,
9.19125, -5.338, 5.17125, -3.87269, -4.12241, 0.32237, 1.11491,
9.1925, -5.34972, 5.17082, -3.8737, -4.12222, 0.321507, 1.11477,
9.19375, -5.36142, 5.1704, -3.8747, -4.12203, 0.320644, 1.11464,
9.195, -5.37312, 5.16997, -3.87571, -4.12183, 0.31978, 1.11451,
9.19625, -5.3848, 5.16954, -3.87672, -4.12164, 0.318916, 1.11438,
9.1975, -5.39648, 5.16911, -3.87773, -4.12145, 0.318051, 1.11425,
9.19875, -5.40815, 5.16868, -3.87873, -4.12125, 0.317185, 1.11412,
9.2, -5.41981, 5.16825, -3.87974, -4.12106, 0.316319, 1.11399,
9.20125, -5.43146, 5.16782, -3.88075, -4.12087, 0.315453, 1.11386,
9.2025, -5.4431, 5.16738, -3.88176, -4.12067, 0.314586, 1.11374,
9.20375, -5.45474, 5.16695, -3.88278, -4.12048, 0.313718, 1.11361,
9.205, -5.46636, 5.16651, -3.88379, -4.12028, 0.31285, 1.11349,
9.20625, -5.47798, 5.16608, -3.8848, -4.12009, 0.311981, 1.11336,
9.2075, -5.48959, 5.16564, -3.88581, -4.11989, 0.311112, 1.11324,
9.20875, -5.50119, 5.1652, -3.88683, -4.11969, 0.310243, 1.11312,
9.21, -5.51278, 5.16476, -3.88784, -4.1195, 0.309372, 1.113,
9.21125, -5.52437, 5.16432, -3.88886, -4.1193, 0.308502, 1.11288,
9.2125, -5.53595, 5.16387, -3.88987, -4.1191, 0.307631, 1.11276,
9.21375, -5.54752, 5.16343, -3.89089, -4.11891, 0.306759, 1.11265,
9.215, -5.55908, 5.16298, -3.89191, -4.11871, 0.305887, 1.11253,
9.21625, -5.57063, 5.16254, -3.89293, -4.11851, 0.305014, 1.11241,
9.2175, -5.58218, 5.16209, -3.89395, -4.11831, 0.304141, 1.1123,
9.21875, -5.59372, 5.16164, -3.89497, -4.11812, 0.303267, 1.11219,
9.22, -5.60525, 5.16119, -3.89599, -4.11792, 0.302393, 1.11207,
9.22125, -5.61678, 5.16074, -3.89701, -4.11772, 0.301518, 1.11196,
9.2225, -5.6283, 5.16028, -3.89803, -4.11752, 0.300643, 1.11185,
9.22375, -5.63981, 5.15983, -3.89905, -4.11732, 0.299768, 1.11174,
9.225, -5.65131, 5.15937, -3.90007, -4.11712, 0.298891, 1.11163,
9.22625, -5.66281, 5.15892, -3.9011, -4.11692, 0.298015, 1.11152,
9.2275, -5.6743, 5.15846, -3.90212, -4.11672, 0.297138, 1.11142,
9.22875, -5.68578, 5.158, -3.90315, -4.11652, 0.29626, 1.11131,
9.23, -5.69726, 5.15754, -3.90417, -4.11631, 0.295382, 1.11121,
9.23125, -5.70873, 5.15707, -3.9052, -4.11611, 0.294503, 1.1111,
9.2325, -5.7202, 5.15661, -3.90622, -4.11591, 0.293624, 1.111,
9.23375, -5.73166, 5.15614, -3.90725, -4.11571, 0.292744, 1.1109,
9.235, -5.74311, 5.15567, -3.90828, -4.11551, 0.291864, 1.1108,
9.23625, -5.75456, 5.15521, -3.90931, -4.1153, 0.290983, 1.1107,
9.2375, -5.766, 5.15473, -3.91034, -4.1151, 0.290102, 1.1106,
9.23875, -5.77743, 5.15426, -3.91137, -4.1149, 0.289221, 1.1105,
9.24, -5.78886, 5.15379, -3.9124, -4.11469, 0.288339, 1.1104,
9.24125, -5.80028, 5.15331, -3.91343, -4.11449, 0.287456, 1.11031,
9.2425, -5.8117, 5.15284, -3.91446, -4.11428, 0.286573, 1.11021,
9.24375, -5.82311, 5.15236, -3.9155, -4.11408, 0.285689, 1.11012,
9.245, -5.83452, 5.15188, -3.91653, -4.11388, 0.284805, 1.11002,
9.24625, -5.84592, 5.1514, -3.91756, -4.11367, 0.283921, 1.10993,
9.2475, -5.85732, 5.15091, -3.9186, -4.11346, 0.283036, 1.10984,
9.24875, -5.86871, 5.15043, -3.91964, -4.11326, 0.28215, 1.10975,
9.25, -5.8801, 5.14994, -3.92067, -4.11305, 0.281265, 1.10966,
9.25125, -5.89148, 5.14945, -3.92171, -4.11285, 0.280378, 1.10957,
9.2525, -5.90285, 5.14896, -3.92275, -4.11264, 0.279491, 1.10949,
9.25375, -5.91423, 5.14847, -3.92378, -4.11243, 0.278604, 1.1094,
9.255, -5.92559, 5.14797, -3.92482, -4.11223, 0.277716, 1.10932,
9.25625, -5.93696, 5.14748, -3.92586, -4.11202, 0.276828, 1.10923,
9.2575, -5.94831, 5.14698, -3.9269, -4.11181, 0.275939, 1.10915,
9.25875, -5.95967, 5.14648, -3.92795, -4.1116, 0.27505, 1.10907,
9.26, -5.97102, 5.14598, -3.92899, -4.11139, 0.27416, 1.10898,
9.26125, -5.98236, 5.14548, -3.93003, -4.11119, 0.27327, 1.1089,
9.2625, -5.9937, 5.14497, -3.93107, -4.11098, 0.272379, 1.10882,
9.26375, -6.00504, 5.14446, -3.93212, -4.11077, 0.271488, 1.10875,
9.265, -6.01637, 5.14396, -3.93316, -4.11056, 0.270597, 1.10867,
9.26625, -6.0277, 5.14344, -3.93421, -4.11035, 0.269705, 1.10859,
9.2675, -6.03902, 5.14293, -3.93525, -4.11014, 0.268812, 1.10852,
9.26875, -6.05034, 5.14242, -3.9363, -4.10993, 0.267919, 1.10844,
9.27, -6.06166, 5.1419, -3.93735, -4.10972, 0.267026, 1.10837,
9.27125, -6.07297, 5.14138, -3.93839, -4.10951, 0.266132, 1.1083,
9.2725, -6.08428, 5.14086, -3.93944, -4.10929, 0.265238, 1.10823,
9.27375, -6.09559, 5.14033, -3.94049, -4.10908, 0.264343, 1.10816,
9.275, -6.10689, 5.13981, -3.94154, -4.10887, 0.263448, 1.10809,
9.27625, -6.11819, 5.13928, -3.94259, -4.10866, 0.262552, 1.10802,
9.2775, -6.12949, 5.13875, -3.94364, -4.10845, 0.261656, 1.10795,
9.27875, -6.14078, 5.13822, -3.9447, -4.10823, 0.26076, 1.10788,
9.28, -6.15207, 5.13769, -3.94575, -4.10802, 0.259863, 1.10782,
9.28125, -6.16336, 5.13715, -3.9468, -4.10781, 0.258966, 1.10776,
9.2825, -6.17464, 5.13661, -3.94786, -4.10759, 0.258068, 1.10769,
9.28375, -6.18592, 5.13607, -3.94891, -4.10738, 0.25717, 1.10763,
9.285, -6.1972, 5.13553, -3.94997, -4.10717, 0.256271, 1.10757,
9.28625, -6.20848, 5.13498, -3.95102, -4.10695, 0.255372, 1.10751,
9.2875, -6.21975, 5.13443, -3.95208, -4.10674, 0.254472, 1.10745,
9.28875, -6.23102, 5.13388, -3.95314, -4.10652, 0.253572, 1.10739,
9.29, -6.24229, 5.13333, -3.95419, -4.10631, 0.252672, 1.10733,
9.29125, -6.25355, 5.13277, -3.95525, -4.10609, 0.251771, 1.10728,
9.2925, -6.26481, 5.13222, -3.95631, -4.10588, 0.25087, 1.10722,
9.29375, -6.27607, 5.13166, -3.95737, -4.10566, 0.249968, 1.10717,
9.295, -6.28733, 5.13109, -3.95843, -4.10544, 0.249066, 1.10711,
9.29625, -6.29859, 5.13053, -3.95949, -4.10523, 0.248163, 1.10706,
9.2975, -6.30984, 5.12996, -3.96056, -4.10501, 0.24726, 1.10701,
9.29875, -6.32109, 5.12939, -3.96162, -4.10479, 0.246357, 1.10696,
9.3, -6.33234, 5.12882, -3.96268, -4.10458, 0.245453, 1.10691,
9.30125, -6.34359, 5.12825, -3.96375, -4.10436, 0.244549, 1.10686,
9.3025, -6.35484, 5.12767, -3.96481, -4.10414, 0.243644, 1.10682,
9.30375, -6.36608, 5.12709, -3.96588, -4.10392, 0.242739, 1.10677,
9.305, -6.37732, 5.1265, -3.96694, -4.1037, 0.241834, 1.10673,
9.30625, -6.38856, 5.12592, -3.96801, -4.10348, 0.240928, 1.10668,
9.3075, -6.3998, 5.12533, -3.96908, -4.10327, 0.240021, 1.10664,
9.30875, -6.41104, 5.12474, -3.97015, -4.10305, 0.239115, 1.1066,
9.31, -6.42228, 5.12415, -3.97121, -4.10283, 0.238208, 1.10656,
9.31125, -6.43351, 5.12355, -3.97228, -4.10261, 0.2373, 1.10652,
9.3125, -6.44474, 5.12295, -3.97335, -4.10239, 0.236392, 1.10648,
9.31375, -6.45597, 5.12235, -3.97442, -4.10217, 0.235484, 1.10644,
9.315, -6.4672, 5.12175, -3.9755, -4.10195, 0.234575, 1.1064,
9.31625, -6.47843, 5.12114, -3.97657, -4.10173, 0.233666, 1.10637,
9.3175, -6.48966, 5.12053, -3.97764, -4.1015, 0.232757, 1.10633,
9.31875, -6.50089, 5.11991, -3.97872, -4.10128, 0.231847, 1.1063,
9.32, -6.51211, 5.1193, -3.97979, -4.10106, 0.230936, 1.10627,
9.32125, -6.52334, 5.11868, -3.98086, -4.10084, 0.230026, 1.10624,
9.3225, -6.53456, 5.11806, -3.98194, -4.10062, 0.229115, 1.10621,
9.32375, -6.54578, 5.11743, -3.98302, -4.10039, 0.228203, 1.10618,
9.325, -6.557, 5.1168, -3.98409, -4.10017, 0.227291, 1.10615,
9.32625, -6.56822, 5.11617, -3.98517, -4.09995, 0.226379, 1.10612,
9.3275, -6.57944, 5.11554, -3.98625, -4.09972, 0.225466, 1.10609,
9.32875, -6.59066, 5.1149, -3.98733, -4.0995, 0.224553, 1.10607,
9.33, -6.60188, 5.11426, -3.98841, -4.09928, 0.22364, 1.10605,
9.33125, -6.61309, 5.11362, -3.98949, -4.09905, 0.222726, 1.10602,
9.3325, -6.62431, 5.11297, -3.99057, -4.09883, 0.221812, 1.106,
9.33375, -6.63553, 5.11232, -3.99165, -4.0986, 0.220898, 1.10598,
9.335, -6.64674, 5.11167, -3.99273, -4.09838, 0.219983, 1.10596,
9.33625, -6.65796, 5.11102, -3.99382, -4.09815, 0.219068, 1.10594,
9.3375, -6.66917, 5.11036, -3.9949, -4.09793, 0.218152, 1.10592,
9.33875, -6.68038, 5.1097, -3.99598, -4.0977, 0.217236, 1.10591,
9.34, -6.6916, 5.10903, -3.99707, -4.09748, 0.21632, 1.10589,
