t,tau1,tau2,q1,q2,X,Y, 
0.595, -7.31578, 6.39839, 2.61392, 2.33908, 0.46767, 1.37432,
0.59625, -7.21209, 6.34742, 2.61758, 2.34057, 0.469594, 1.37748,
0.5975, -7.11101, 6.29711, 2.62123, 2.34205, 0.471498, 1.38063,
0.59875, -7.01251, 6.24745, 2.62488, 2.34352, 0.473384, 1.38378,
0.6, -6.91658, 6.19847, 2.62853, 2.34499, 0.475251, 1.38693,
0.60125, -6.8232, 6.15015, 2.63217, 2.34644, 0.4771, 1.39007,
0.6025, -6.73234, 6.10252, 2.63581, 2.34789, 0.478931, 1.39321,
0.60375, -6.644, 6.05556, 2.63945, 2.34934, 0.480744, 1.39634,
0.605, -6.55814, 6.00928, 2.64309, 2.35077, 0.48254, 1.39947,
0.60625, -6.47474, 5.9637, 2.64673, 2.3522, 0.484317, 1.4026,
0.6075, -6.39379, 5.91881, 2.65036, 2.35361, 0.486078, 1.40572,
0.60875, -6.31526, 5.87461, 2.65399, 2.35502, 0.487821, 1.40884,
0.61, -6.23912, 5.83111, 2.65762, 2.35642, 0.489547, 1.41195,
0.61125, -6.16536, 5.78832, 2.66124, 2.35782, 0.491257, 1.41506,
0.6125, -6.09393, 5.74622, 2.66487, 2.3592, 0.49295, 1.41816,
0.61375, -6.02482, 5.70483, 2.66849, 2.36057, 0.494626, 1.42125,
0.615, -5.958, 5.66415, 2.67211, 2.36194, 0.496287, 1.42434,
0.61625, -5.89345, 5.62417, 2.67572, 2.36329, 0.497931, 1.42742,
0.6175, -5.83112, 5.5849, 2.67934, 2.36464, 0.499559, 1.4305,
0.61875, -5.771, 5.54635, 2.68295, 2.36598, 0.501172, 1.43357,
0.62, -5.71305, 5.50849, 2.68656, 2.36731, 0.502769, 1.43663,
0.62125, -5.65724, 5.47135, 2.69016, 2.36862, 0.504351, 1.43969,
0.6225, -5.60354, 5.43492, 2.69377, 2.36993, 0.505918, 1.44274,
0.62375, -5.55192, 5.39919, 2.69737, 2.37123, 0.50747, 1.44578,
0.625, -5.50234, 5.36417, 2.70097, 2.37252, 0.509007, 1.44882,
0.62625, -5.45478, 5.32985, 2.70457, 2.3738, 0.510529, 1.45185,
0.6275, -5.40919, 5.29624, 2.70816, 2.37507, 0.512037, 1.45487,
0.62875, -5.36555, 5.26332, 2.71175, 2.37632, 0.51353, 1.45788,
0.63, -5.3238, 5.2311, 2.71534, 2.37757, 0.51501, 1.46089,
0.63125, -5.28394, 5.19958, 2.71893, 2.37881, 0.516475, 1.46388,
0.6325, -5.2459, 5.16875, 2.72251, 2.38004, 0.517927, 1.46687,
0.63375, -5.20966, 5.13861, 2.72609, 2.38125, 0.519365, 1.46985,
0.635, -5.17518, 5.10916, 2.72967, 2.38246, 0.52079, 1.47283,
0.63625, -5.14243, 5.08038, 2.73324, 2.38365, 0.522201, 1.47579,
0.6375, -5.11136, 5.05228, 2.73681, 2.38484, 0.523599, 1.47874,
0.63875, -5.08193, 5.02485, 2.74038, 2.38601, 0.524984, 1.48169,
0.64, -5.0541, 4.99809, 2.74394, 2.38717, 0.526356, 1.48463,
0.64125, -5.02785, 4.97199, 2.74751, 2.38833, 0.527716, 1.48756,
0.6425, -5.00311, 4.94654, 2.75106, 2.38947, 0.529063, 1.49048,
0.64375, -4.97986, 4.92175, 2.75462, 2.3906, 0.530398, 1.49339,
0.645, -4.95805, 4.8976, 2.75817, 2.39172, 0.53172, 1.49629,
0.64625, -4.93765, 4.87408, 2.76172, 2.39282, 0.533031, 1.49918,
0.6475, -4.91861, 4.8512, 2.76526, 2.39392, 0.534329, 1.50206,
0.64875, -4.90089, 4.82894, 2.7688, 2.39501, 0.535616, 1.50493,
0.65, -4.88444, 4.80729, 2.77234, 2.39608, 0.536891, 1.50779,
0.65125, -4.86924, 4.78626, 2.77587, 2.39714, 0.538154, 1.51065,
0.6525, -4.85522, 4.76582, 2.7794, 2.39819, 0.539407, 1.51349,
0.65375, -4.84236, 4.74598, 2.78293, 2.39924, 0.540648, 1.51632,
0.655, -4.8306, 4.72673, 2.78645, 2.40027, 0.541877, 1.51914,
0.65625, -4.81991, 4.70805, 2.78997, 2.40128, 0.543096, 1.52196,
0.6575, -4.81025, 4.68993, 2.79348, 2.40229, 0.544304, 1.52476,
0.65875, -4.80157, 4.67238, 2.79699, 2.40329, 0.545502, 1.52755,
0.66, -4.79382, 4.65538, 2.80049, 2.40427, 0.546688, 1.53033,
0.66125, -4.78697, 4.63891, 2.80399, 2.40524, 0.547865, 1.5331,
0.6625, -4.78097, 4.62298, 2.80748, 2.40621, 0.549031, 1.53586,
0.66375, -4.77579, 4.60757, 2.81097, 2.40716, 0.550186, 1.53861,
0.665, -4.77137, 4.59267, 2.81445, 2.4081, 0.551332, 1.54135,
0.66625, -4.76767, 4.57827, 2.81793, 2.40902, 0.552468, 1.54408,
0.6675, -4.76467, 4.56436, 2.82141, 2.40994, 0.553594, 1.5468,
0.66875, -4.7623, 4.55094, 2.82487, 2.41085, 0.55471, 1.54951,
0.67, -4.76053, 4.53798, 2.82834, 2.41174, 0.555817, 1.5522,
0.67125, -4.75933, 4.52549, 2.83179, 2.41262, 0.556914, 1.55489,
0.6725, -4.75864, 4.51344, 2.83525, 2.4135, 0.558002, 1.55756,
0.67375, -4.75843, 4.50183, 2.83869, 2.41436, 0.55908, 1.56023,
0.675, -4.75865, 4.49065, 2.84213, 2.41521, 0.560149, 1.56288,
0.67625, -4.75928, 4.47989, 2.84557, 2.41604, 0.56121, 1.56552,
0.6775, -4.76025, 4.46953, 2.84899, 2.41687, 0.562261, 1.56815,
0.67875, -4.76155, 4.45957, 2.85242, 2.41769, 0.563303, 1.57077,
0.68, -4.76313, 4.44998, 2.85583, 2.41849, 0.564337, 1.57338,
0.68125, -4.76494, 4.44077, 2.85924, 2.41929, 0.565362, 1.57598,
0.6825, -4.76696, 4.43192, 2.86264, 2.42007, 0.566379, 1.57856,
0.68375, -4.76914, 4.42342, 2.86604, 2.42085, 0.567387, 1.58114,
0.685, -4.77146, 4.41525, 2.86943, 2.42161, 0.568387, 1.5837,
0.68625, -4.77386, 4.40741, 2.87281, 2.42236, 0.569378, 1.58626,
0.6875, -4.77632, 4.39988, 2.87619, 2.4231, 0.570361, 1.5888,
0.68875, -4.7788, 4.39266, 2.87955, 2.42383, 0.571336, 1.59133,
0.69, -4.78126, 4.38572, 2.88292, 2.42455, 0.572304, 1.59385,
0.69125, -4.78368, 4.37907, 2.88627, 2.42526, 0.573263, 1.59635,
0.6925, -4.78602, 4.37268, 2.88962, 2.42596, 0.574214, 1.59885,
0.69375, -4.78824, 4.36654, 2.89295, 2.42665, 0.575158, 1.60133,
0.695, -4.79032, 4.36066, 2.89629, 2.42733, 0.576094, 1.60381,
0.69625, -4.79222, 4.355, 2.89961, 2.42799, 0.577023, 1.60627,
0.6975, -4.79392, 4.34957, 2.90293, 2.42865, 0.577944, 1.60872,
0.69875, -4.79537, 4.34435, 2.90623, 2.4293, 0.578857, 1.61116,
0.7, -4.79656, 4.33932, 2.90954, 2.42994, 0.579764, 1.61359,
0.70125, -4.79746, 4.33448, 2.91283, 2.43056, 0.580663, 1.61601,
0.7025, -4.79803, 4.32982, 2.91611, 2.43118, 0.581554, 1.61841,
0.70375, -4.79826, 4.32533, 2.91939, 2.43179, 0.582439, 1.62081,
0.705, -4.79811, 4.32099, 2.92265, 2.43239, 0.583317, 1.62319,
0.70625, -4.79756, 4.3168, 2.92591, 2.43297, 0.584187, 1.62557,
0.7075, -4.79658, 4.31273, 2.92916, 2.43355, 0.585051, 1.62793,
0.70875, -4.79516, 4.30879, 2.9324, 2.43412, 0.585908, 1.63028,
0.71, -4.79327, 4.30496, 2.93564, 2.43468, 0.586758, 1.63262,
0.71125, -4.79089, 4.30124, 2.93886, 2.43523, 0.587602, 1.63494,
0.7125, -4.78799, 4.2976, 2.94208, 2.43577, 0.588439, 1.63726,
0.71375, -4.78456, 4.29405, 2.94528, 2.4363, 0.589269, 1.63957,
0.715, -4.78057, 4.29057, 2.94848, 2.43683, 0.590092, 1.64186,
0.71625, -4.77601, 4.28715, 2.95167, 2.43734, 0.59091, 1.64414,
0.7175, -4.77087, 4.28378, 2.95485, 2.43784, 0.59172, 1.64642,
0.71875, -4.76512, 4.28045, 2.95802, 2.43834, 0.592525, 1.64868,
0.72, -4.75874, 4.27716, 2.96117, 2.43883, 0.593323, 1.65093,
0.72125, -4.75173, 4.27389, 2.96433, 2.43931, 0.594115, 1.65317,
0.7225, -4.74407, 4.27063, 2.96747, 2.43977, 0.594901, 1.6554,
0.72375, -4.73574, 4.26738, 2.9706, 2.44024, 0.595681, 1.65761,
0.725, -4.72673, 4.26413, 2.97372, 2.44069, 0.596454, 1.65982,
0.72625, -4.71703, 4.26087, 2.97683, 2.44113, 0.597222, 1.66202,
0.7275, -4.70664, 4.25759, 2.97993, 2.44157, 0.597984, 1.6642,
0.72875, -4.69553, 4.25428, 2.98302, 2.442, 0.598739, 1.66637,
0.73, -4.6837, 4.25094, 2.98611, 2.44242, 0.599489, 1.66854,
0.73125, -4.67114, 4.24755, 2.98918, 2.44283, 0.600233, 1.67069,
0.7325, -4.65785, 4.24412, 2.99224, 2.44323, 0.600972, 1.67283,
0.73375, -4.64381, 4.24063, 2.99529, 2.44363, 0.601704, 1.67496,
0.735, -4.62902, 4.23707, 2.99833, 2.44402, 0.602431, 1.67708,
0.73625, -4.61348, 4.23344, 3.00136, 2.4444, 0.603153, 1.6792,
0.7375, -4.59717, 4.22974, 3.00438, 2.44477, 0.603869, 1.68129,
0.73875, -4.5801, 4.22595, 3.00739, 2.44513, 0.604579, 1.68338,
0.74, -4.56227, 4.22207, 3.01039, 2.44549, 0.605284, 1.68546,
0.74125, -4.54366, 4.21809, 3.01338, 2.44584, 0.605983, 1.68753,
0.7425, -4.52429, 4.21401, 3.01636, 2.44619, 0.606677, 1.68959,
0.74375, -4.50414, 4.20983, 3.01933, 2.44652, 0.607366, 1.69164,
0.745, -4.48322, 4.20553, 3.02229, 2.44685, 0.608049, 1.69367,
0.74625, -4.46153, 4.20111, 3.02524, 2.44718, 0.608728, 1.6957,
0.7475, -4.43907, 4.19657, 3.02817, 2.44749, 0.609401, 1.69772,
0.74875, -4.41583, 4.1919, 3.0311, 2.4478, 0.610068, 1.69973,
0.75, -4.39184, 4.1871, 3.03402, 2.4481, 0.610731, 1.70172,
0.75125, -4.36707, 4.18216, 3.03692, 2.4484, 0.611389, 1.70371,
0.7525, -4.34155, 4.17709, 3.03982, 2.44869, 0.612041, 1.70569,
0.75375, -4.31527, 4.17186, 3.0427, 2.44897, 0.612689, 1.70765,
0.755, -4.28824, 4.16649, 3.04557, 2.44924, 0.613331, 1.70961,
0.75625, -4.26047, 4.16097, 3.04843, 2.44951, 0.613969, 1.71156,
0.7575, -4.23195, 4.15529, 3.05128, 2.44978, 0.614602, 1.71349,
0.75875, -4.20271, 4.14946, 3.05412, 2.45003, 0.61523, 1.71542,
0.76, -4.17273, 4.14346, 3.05695, 2.45029, 0.615853, 1.71734,
0.76125, -4.14204, 4.1373, 3.05977, 2.45053, 0.616472, 1.71925,
0.7625, -4.11064, 4.13098, 3.06258, 2.45077, 0.617085, 1.72115,
0.76375, -4.07853, 4.12448, 3.06537, 2.451, 0.617694, 1.72303,
0.765, -4.04574, 4.11782, 3.06816, 2.45123, 0.618299, 1.72491,
0.76625, -4.01226, 4.11098, 3.07093, 2.45146, 0.618899, 1.72678,
0.7675, -3.97811, 4.10397, 3.0737, 2.45167, 0.619494, 1.72864,
0.76875, -3.94329, 4.09678, 3.07645, 2.45188, 0.620085, 1.73049,
0.77, -3.90782, 4.08942, 3.07919, 2.45209, 0.620671, 1.73234,
0.77125, -3.87172, 4.08188, 3.08192, 2.45229, 0.621253, 1.73417,
0.7725, -3.83498, 4.07416, 3.08464, 2.45248, 0.62183, 1.73599,
0.77375, -3.79762, 4.06626, 3.08735, 2.45267, 0.622403, 1.73781,
0.775, -3.75967, 4.05818, 3.09005, 2.45286, 0.622972, 1.73961,
0.77625, -3.72111, 4.04991, 3.09273, 2.45304, 0.623536, 1.74141,
0.7775, -3.68198, 4.04147, 3.09541, 2.45321, 0.624096, 1.74319,
0.77875, -3.64228, 4.03285, 3.09807, 2.45338, 0.624652, 1.74497,
0.78, -3.60203, 4.02404, 3.10073, 2.45355, 0.625204, 1.74674,
0.78125, -3.56124, 4.01506, 3.10337, 2.45371, 0.625752, 1.7485,
0.7825, -3.51993, 4.00589, 3.106, 2.45386, 0.626295, 1.75025,
0.78375, -3.47811, 3.99655, 3.10862, 2.45401, 0.626835, 1.75199,
0.785, -3.43578, 3.98702, 3.11124, 2.45416, 0.62737, 1.75372,
0.78625, -3.39298, 3.97732, 3.11383, 2.4543, 0.627902, 1.75545,
0.7875, -3.34971, 3.96744, 3.11642, 2.45444, 0.62843, 1.75716,
0.78875, -3.30599, 3.95738, 3.119, 2.45457, 0.628953, 1.75887,
0.79, -3.26184, 3.94714, 3.12157, 2.4547, 0.629473, 1.76057,
0.79125, -3.21726, 3.93673, 3.12413, 2.45482, 0.629989, 1.76226,
0.7925, -3.17228, 3.92615, 3.12667, 2.45494, 0.630501, 1.76394,
0.79375, -3.12691, 3.9154, 3.12921, 2.45505, 0.63101, 1.76561,
0.795, -3.08117, 3.90448, 3.13173, 2.45516, 0.631515, 1.76728,
0.79625, -3.03507, 3.89339, 3.13424, 2.45527, 0.632016, 1.76893,
0.7975, -2.98863, 3.88214, 3.13675, 2.45537, 0.632513, 1.77058,
0.79875, -2.94186, 3.87072, 3.13924, 2.45547, 0.633007, 1.77222,
0.8, -2.89478, 3.85914, 3.14172, 2.45557, 0.633498, 1.77385,
0.80125, -2.84742, 3.8474, 3.14419, 2.45566, 0.633985, 1.77547,
0.8025, -2.79977, 3.83551, 3.14665, 2.45574, 0.634468, 1.77709,
0.80375, -2.75187, 3.82346, 3.1491, 2.45582, 0.634948, 1.7787,
0.805, -2.70372, 3.81126, 3.15154, 2.4559, 0.635425, 1.78029,
0.80625, -2.65535, 3.79891, 3.15397, 2.45598, 0.635898, 1.78189,
0.8075, -2.60676, 3.78641, 3.15639, 2.45605, 0.636368, 1.78347,
0.80875, -2.55799, 3.77377, 3.1588, 2.45612, 0.636835, 1.78504,
0.81, -2.50903, 3.76099, 3.1612, 2.45618, 0.637299, 1.78661,
0.81125, -2.45991, 3.74807, 3.16358, 2.45624, 0.637759, 1.78817,
0.8125, -2.41065, 3.73501, 3.16596, 2.4563, 0.638216, 1.78972,
0.81375, -2.36126, 3.72183, 3.16833, 2.45635, 0.638671, 1.79127,
0.815, -2.31176, 3.70852, 3.17069, 2.4564, 0.639122, 1.7928,
0.81625, -2.26216, 3.69508, 3.17303, 2.45644, 0.63957, 1.79433,
0.8175, -2.21249, 3.68152, 3.17537, 2.45649, 0.640015, 1.79585,
0.81875, -2.16274, 3.66784, 3.1777, 2.45653, 0.640458, 1.79736,
0.82, -2.11295, 3.65404, 3.18001, 2.45656, 0.640897, 1.79887,
0.82125, -2.06313, 3.64014, 3.18232, 2.45659, 0.641334, 1.80037,
0.8225, -2.01329, 3.62612, 3.18462, 2.45662, 0.641767, 1.80186,
0.82375, -1.96346, 3.61201, 3.1869, 2.45665, 0.642199, 1.80334,
0.825, -1.91363, 3.59779, 3.18918, 2.45667, 0.642627, 1.80482,
0.82625, -1.86384, 3.58347, 3.19145, 2.45669, 0.643053, 1.80629,
0.8275, -1.81409, 3.56906, 3.19371, 2.4567, 0.643476, 1.80775,
0.82875, -1.7644, 3.55456, 3.19595, 2.45672, 0.643896, 1.8092,
0.83, -1.71479, 3.53997, 3.19819, 2.45672, 0.644314, 1.81065,
0.83125, -1.66527, 3.5253, 3.20042, 2.45673, 0.64473, 1.81209,
0.8325, -1.61585, 3.51056, 3.20264, 2.45673, 0.645143, 1.81352,
0.83375, -1.56655, 3.49573, 3.20485, 2.45673, 0.645554, 1.81495,
0.835, -1.51739, 3.48084, 3.20705, 2.45673, 0.645962, 1.81636,
0.83625, -1.46837, 3.46588, 3.20924, 2.45672, 0.646368, 1.81777,
0.8375, -1.41952, 3.45086, 3.21142, 2.45671, 0.646772, 1.81918,
0.83875, -1.37084, 3.43578, 3.21359, 2.4567, 0.647174, 1.82058,
0.84, -1.32235, 3.42064, 3.21575, 2.45668, 0.647573, 1.82197,
0.84125, -1.27406, 3.40545, 3.2179, 2.45666, 0.64797, 1.82335,
0.8425, -1.22599, 3.39022, 3.22004, 2.45664, 0.648365, 1.82473,
0.84375, -1.17815, 3.37494, 3.22218, 2.45662, 0.648759, 1.8261,
0.845, -1.13054, 3.35962, 3.2243, 2.45659, 0.64915, 1.82746,
0.84625, -1.08319, 3.34427, 3.22642, 2.45656, 0.649539, 1.82881,
0.8475, -1.03611, 3.32889, 3.22852, 2.45652, 0.649926, 1.83016,
0.84875, -0.989302, 3.31347, 3.23062, 2.45649, 0.650312, 1.83151,
0.85, -0.942785, 3.29804, 3.23271, 2.45645, 0.650695, 1.83284,
0.85125, -0.896569, 3.28258, 3.23479, 2.4564, 0.651077, 1.83417,
0.8525, -0.850666, 3.26711, 3.23686, 2.45636, 0.651457, 1.83549,
0.85375, -0.805086, 3.25163, 3.23892, 2.45631, 0.651835, 1.83681,
0.855, -0.759839, 3.23614, 3.24097, 2.45626, 0.652212, 1.83812,
0.85625, -0.714938, 3.22065, 3.24301, 2.4562, 0.652587, 1.83942,
0.8575, -0.670392, 3.20515, 3.24505, 2.45614, 0.652961, 1.84072,
0.85875, -0.626211, 3.18966, 3.24707, 2.45608, 0.653333, 1.84201,
0.86, -0.582405, 3.17418, 3.24909, 2.45602, 0.653703, 1.84329,
0.86125, -0.538983, 3.15871, 3.2511, 2.45595, 0.654072, 1.84457,
0.8625, -0.495955, 3.14325, 3.2531, 2.45588, 0.65444, 1.84584,
0.86375, -0.45333, 3.12782, 3.25509, 2.45581, 0.654807, 1.8471,
0.865, -0.411116, 3.11241, 3.25707, 2.45574, 0.655172, 1.84836,
0.86625, -0.369322, 3.09702, 3.25905, 2.45566, 0.655535, 1.84961,
0.8675, -0.327956, 3.08166, 3.26101, 2.45558, 0.655898, 1.85086,
0.86875, -0.287026, 3.06634, 3.26297, 2.45549, 0.656259, 1.85209,
0.87, -0.24654, 3.05106, 3.26492, 2.45541, 0.65662, 1.85333,
0.87125, -0.206505, 3.03581, 3.26685, 2.45532, 0.656979, 1.85455,
0.8725, -0.166928, 3.02061, 3.26879, 2.45523, 0.657337, 1.85577,
0.87375, -0.127816, 3.00546, 3.27071, 2.45513, 0.657694, 1.85699,
0.875, -0.0891752, 2.99036, 3.27262, 2.45503, 0.65805, 1.85819,
0.87625, -0.0510128, 2.97532, 3.27453, 2.45493, 0.658406, 1.85939,
0.8775, -0.0133335, 2.96034, 3.27643, 2.45483, 0.65876, 1.86059,
0.87875, 0.0238556, 2.94541, 3.27832, 2.45472, 0.659113, 1.86178,
0.88, 0.0605505, 2.93056, 3.2802, 2.45461, 0.659466, 1.86296,
0.88125, 0.0967447, 2.91577, 3.28207, 2.4545, 0.659818, 1.86414,
0.8825, 0.132435, 2.90105, 3.28393, 2.45438, 0.660169, 1.86531,
0.88375, 0.167614, 2.88641, 3.28579, 2.45426, 0.66052, 1.86647,
0.885, 0.202281, 2.87185, 3.28764, 2.45414, 0.660869, 1.86763,
0.88625, 0.236429, 2.85737, 3.28948, 2.45402, 0.661219, 1.86878,
