time,X,Y,Z,
2.685, 0.0548487, -0.000245883, -0.761648,
2.6875, 0.0548484, -0.000245882, -0.761648,
2.69, 0.0548482, -0.00024588, -0.761648,
2.6925, 0.0548479, -0.000245879, -0.761648,
2.695, 0.0548476, -0.000245878, -0.761648,
2.6975, 0.0548474, -0.000245876, -0.761648,
2.7, 0.0548471, -0.000245875, -0.761648,
2.7025, 0.0548468, -0.000245873, -0.761649,
2.705, 0.0548466, -0.000245872, -0.761649,
2.7075, 0.0548463, -0.00024587, -0.761649,
2.71, 0.0548461, -0.000245868, -0.761649,
2.7125, 0.0548458, -0.000245867, -0.761649,
2.715, 0.0548455, -0.000245865, -0.761649,
2.7175, 0.0548453, -0.000245864, -0.761649,
2.72, 0.054845, -0.000245862, -0.761649,
2.7225, 0.0548447, -0.00024586, -0.761649,
2.725, 0.0548445, -0.000245859, -0.761649,
2.7275, 0.0548442, -0.000245857, -0.761649,
2.73, 0.0548439, -0.000245855, -0.761649,
2.7325, 0.0548437, -0.000245853, -0.761649,
2.735, 0.0548434, -0.000245851, -0.761649,
2.7375, 0.0548432, -0.00024585, -0.761649,
2.74, 0.0548429, -0.000245848, -0.76165,
2.7425, 0.0548426, -0.000245846, -0.76165,
2.745, 0.0548424, -0.000245844, -0.76165,
2.7475, 0.0548421, -0.000245842, -0.76165,
2.75, 0.0548418, -0.00024584, -0.76165,
2.7525, 0.0548416, -0.000245838, -0.76165,
2.755, 0.0548413, -0.000245836, -0.76165,
2.7575, 0.0548411, -0.000245834, -0.76165,
2.76, 0.0548408, -0.000245832, -0.76165,
2.7625, 0.0548405, -0.00024583, -0.76165,
2.765, 0.0548403, -0.000245828, -0.76165,
2.7675, 0.05484, -0.000245826, -0.76165,
2.77, 0.0548397, -0.000245824, -0.76165,
2.7725, 0.0548395, -0.000245822, -0.76165,
2.775, 0.0548392, -0.000245819, -0.761651,
2.7775, 0.0548389, -0.000245817, -0.761651,
2.78, 0.0548387, -0.000245815, -0.761651,
2.7825, 0.0548384, -0.000245813, -0.761651,
2.785, 0.0548382, -0.000245811, -0.761651,
2.7875, 0.0548379, -0.000245808, -0.761651,
2.79, 0.0548376, -0.000245806, -0.761651,
2.7925, 0.0548374, -0.000245804, -0.761651,
2.795, 0.0548371, -0.000245801, -0.761651,
2.7975, 0.0548368, -0.000245799, -0.761651,
2.8, 0.0548366, -0.000245797, -0.761651,
2.8025, 0.0548363, -0.000245794, -0.761651,
2.805, 0.054836, -0.000245792, -0.761651,
2.8075, 0.0548358, -0.00024579, -0.761651,
2.81, 0.0548355, -0.000245787, -0.761652,
2.8125, 0.0548353, -0.000245785, -0.761652,
2.815, 0.054835, -0.000245782, -0.761652,
2.8175, 0.0548347, -0.00024578, -0.761652,
2.82, 0.0548345, -0.000245777, -0.761652,
2.8225, 0.0548342, -0.000245775, -0.761652,
2.825, 0.0548339, -0.000245772, -0.761652,
2.8275, 0.0548337, -0.00024577, -0.761652,
2.83, 0.0548334, -0.000245767, -0.761652,
2.8325, 0.0548332, -0.000245764, -0.761652,
2.835, 0.0548329, -0.000245762, -0.761652,
2.8375, 0.0548326, -0.000245759, -0.761652,
2.84, 0.0548324, -0.000245757, -0.761652,
2.8425, 0.0548321, -0.000245754, -0.761652,
2.845, 0.0548318, -0.000245751, -0.761653,
2.8475, 0.0548316, -0.000245748, -0.761653,
2.85, 0.0548313, -0.000245746, -0.761653,
2.8525, 0.054831, -0.000245743, -0.761653,
2.855, 0.0548308, -0.00024574, -0.761653,
2.8575, 0.0548305, -0.000245737, -0.761653,
2.86, 0.0548303, -0.000245735, -0.761653,
2.8625, 0.05483, -0.000245732, -0.761653,
2.865, 0.0548297, -0.000245729, -0.761653,
2.8675, 0.0548295, -0.000245726, -0.761653,
2.87, 0.0548292, -0.000245723, -0.761653,
2.8725, 0.0548289, -0.000245721, -0.761653,
2.875, 0.0548287, -0.000245718, -0.761653,
2.8775, 0.0548284, -0.000245715, -0.761653,
2.88, 0.0548281, -0.000245712, -0.761654,
2.8825, 0.0548279, -0.000245709, -0.761654,
2.885, 0.0548276, -0.000245706, -0.761654,
2.8875, 0.0548274, -0.000245703, -0.761654,
2.89, 0.0548271, -0.0002457, -0.761654,
2.8925, 0.0548268, -0.000245697, -0.761654,
2.895, 0.0548266, -0.000245694, -0.761654,
2.8975, 0.0548263, -0.000245691, -0.761654,
2.9, 0.054826, -0.000245688, -0.761654,
2.9025, 0.0548258, -0.000245685, -0.761654,
2.905, 0.0548255, -0.000245682, -0.761654,
2.9075, 0.0548252, -0.000245679, -0.761654,
2.91, 0.054825, -0.000245676, -0.761654,
2.9125, 0.0548247, -0.000245673, -0.761654,
2.915, 0.0548245, -0.000245669, -0.761655,
2.9175, 0.0548242, -0.000245666, -0.761655,
2.92, 0.0548239, -0.000245663, -0.761655,
2.9225, 0.0548237, -0.00024566, -0.761655,
2.925, 0.0548234, -0.000245657, -0.761655,
2.9275, 0.0548231, -0.000245654, -0.761655,
2.93, 0.0548229, -0.00024565, -0.761655,
2.9325, 0.0548226, -0.000245647, -0.761655,
2.935, 0.0548223, -0.000245644, -0.761655,
2.9375, 0.0548221, -0.000245641, -0.761655,
2.94, 0.0548218, -0.000245637, -0.761655,
2.9425, 0.0548216, -0.000245634, -0.761655,
2.945, 0.0548213, -0.000245631, -0.761655,
2.9475, 0.054821, -0.000245628, -0.761655,
2.95, 0.0548208, -0.000245624, -0.761656,
2.9525, 0.0548205, -0.000245621, -0.761656,
2.955, 0.0548202, -0.000245618, -0.761656,
2.9575, 0.05482, -0.000245614, -0.761656,
2.96, 0.0548197, -0.000245611, -0.761656,
2.9625, 0.0548194, -0.000245607, -0.761656,
2.965, 0.0548192, -0.000245604, -0.761656,
2.9675, 0.0548189, -0.000245601, -0.761656,
2.97, 0.0548186, -0.000245597, -0.761656,
2.9725, 0.0548184, -0.000245594, -0.761656,
2.975, 0.0548181, -0.00024559, -0.761656,
2.9775, 0.0548179, -0.000245587, -0.761656,
2.98, 0.0548176, -0.000245583, -0.761656,
2.9825, 0.0548173, -0.00024558, -0.761656,
2.985, 0.0548171, -0.000245577, -0.761657,
2.9875, 0.0548168, -0.000245573, -0.761657,
2.99, 0.0548165, -0.000245569, -0.761657,
2.9925, 0.0548163, -0.000245566, -0.761657,
2.995, 0.054816, -0.000245562, -0.761657,
2.9975, 0.0548157, -0.000245559, -0.761657,
3, 0.0548155, -0.000245555, -0.761657,
3.0025, 0.0548152, -0.000245552, -0.761657,
3.005, 0.054815, -0.000245548, -0.761657,
3.0075, 0.0548147, -0.000245545, -0.761657,
3.01, 0.0548144, -0.000245541, -0.761657,
3.0125, 0.0548142, -0.000245537, -0.761657,
3.015, 0.0548139, -0.000245534, -0.761657,
3.0175, 0.0548136, -0.00024553, -0.761657,
3.02, 0.0548134, -0.000245526, -0.761657,
3.0225, 0.0548131, -0.000245523, -0.761658,
3.025, 0.0548128, -0.000245519, -0.761658,
3.0275, 0.0548126, -0.000245515, -0.761658,
3.03, 0.0548123, -0.000245512, -0.761658,
3.0325, 0.0548121, -0.000245508, -0.761658,
3.035, 0.0548118, -0.000245504, -0.761658,
3.0375, 0.0548115, -0.000245501, -0.761658,
3.04, 0.0548113, -0.000245497, -0.761658,
3.0425, 0.054811, -0.000245493, -0.761658,
3.045, 0.0548107, -0.000245489, -0.761658,
3.0475, 0.0548105, -0.000245486, -0.761658,
3.05, 0.0548102, -0.000245482, -0.761658,
3.0525, 0.0548099, -0.000245478, -0.761658,
3.055, 0.0548097, -0.000245474, -0.761658,
3.0575, 0.0548094, -0.00024547, -0.761659,
3.06, 0.0548091, -0.000245467, -0.761659,
3.0625, 0.0548089, -0.000245463, -0.761659,
3.065, 0.0548086, -0.000245459, -0.761659,
3.0675, 0.0548084, -0.000245455, -0.761659,
3.07, 0.0548081, -0.000245451, -0.761659,
3.0725, 0.0548078, -0.000245447, -0.761659,
3.075, 0.0548076, -0.000245444, -0.761659,
3.0775, 0.0548073, -0.00024544, -0.761659,
3.08, 0.054807, -0.000245436, -0.761659,
3.0825, 0.0548068, -0.000245432, -0.761659,
3.085, 0.0548065, -0.000245428, -0.761659,
3.0875, 0.0548062, -0.000245424, -0.761659,
3.09, 0.054806, -0.00024542, -0.761659,
3.0925, 0.0548057, -0.000245416, -0.76166,
3.095, 0.0548055, -0.000245412, -0.76166,
3.0975, 0.0548052, -0.000245408, -0.76166,
3.1, 0.0548049, -0.000245404, -0.76166,
3.1025, 0.0548047, -0.0002454, -0.76166,
3.105, 0.0548044, -0.000245396, -0.76166,
3.1075, 0.0548041, -0.000245392, -0.76166,
3.11, 0.0548039, -0.000245388, -0.76166,
3.1125, 0.0548036, -0.000245384, -0.76166,
3.115, 0.0548033, -0.00024538, -0.76166,
3.1175, 0.0548031, -0.000245376, -0.76166,
3.12, 0.0548028, -0.000245372, -0.76166,
3.1225, 0.0548025, -0.000245368, -0.76166,
3.125, 0.0548023, -0.000245364, -0.76166,
3.1275, 0.054802, -0.00024536, -0.761661,
3.13, 0.0548018, -0.000245356, -0.761661,
3.1325, 0.0548015, -0.000245352, -0.761661,
3.135, 0.0548012, -0.000245348, -0.761661,
3.1375, 0.054801, -0.000245344, -0.761661,
3.14, 0.0548007, -0.00024534, -0.761661,
3.1425, 0.0548004, -0.000245336, -0.761661,
3.145, 0.0548002, -0.000245332, -0.761661,
3.1475, 0.0547999, -0.000245328, -0.761661,
3.15, 0.0547996, -0.000245323, -0.761661,
3.1525, 0.0547994, -0.000245319, -0.761661,
3.155, 0.0547991, -0.000245315, -0.761661,
3.1575, 0.0547989, -0.000245311, -0.761661,
3.16, 0.0547986, -0.000245307, -0.761661,
3.1625, 0.0547983, -0.000245303, -0.761662,
3.165, 0.0547981, -0.000245298, -0.761662,
3.1675, 0.0547978, -0.000245294, -0.761662,
3.17, 0.0547975, -0.00024529, -0.761662,
3.1725, 0.0547973, -0.000245286, -0.761662,
3.175, 0.054797, -0.000245282, -0.761662,
3.1775, 0.0547967, -0.000245277, -0.761662,
3.18, 0.0547965, -0.000245273, -0.761662,
3.1825, 0.0547962, -0.000245269, -0.761662,
3.185, 0.0547959, -0.000245265, -0.761662,
3.1875, 0.0547957, -0.000245261, -0.761662,
3.19, 0.0547954, -0.000245256, -0.761662,
3.1925, 0.0547952, -0.000245252, -0.761662,
3.195, 0.0547949, -0.000245248, -0.761662,
3.1975, 0.0547946, -0.000245244, -0.761663,
3.2, 0.0547944, -0.000245239, -0.761663,
3.2025, 0.0547941, -0.000245235, -0.761663,
3.205, 0.0547938, -0.000245231, -0.761663,
3.2075, 0.0547936, -0.000245226, -0.761663,
3.21, 0.0547933, -0.000245222, -0.761663,
3.2125, 0.054793, -0.000245218, -0.761663,
3.215, 0.0547928, -0.000245214, -0.761663,
3.2175, 0.0547925, -0.000245209, -0.761663,
3.22, 0.0547922, -0.000245205, -0.761663,
3.2225, 0.054792, -0.000245201, -0.761663,
3.225, 0.0547917, -0.000245196, -0.761663,
3.2275, 0.0547915, -0.000245192, -0.761663,
3.23, 0.0547912, -0.000245188, -0.761663,
3.2325, 0.0547909, -0.000245183, -0.761664,
3.235, 0.0547907, -0.000245179, -0.761664,
3.2375, 0.0547904, -0.000245174, -0.761664,
3.24, 0.0547901, -0.00024517, -0.761664,
3.2425, 0.0547899, -0.000245166, -0.761664,
3.245, 0.0547896, -0.000245161, -0.761664,
3.2475, 0.0547893, -0.000245157, -0.761664,
3.25, 0.0547891, -0.000245152, -0.761664,
3.2525, 0.0547888, -0.000245148, -0.761664,
3.255, 0.0547885, -0.000245144, -0.761664,
3.2575, 0.0547883, -0.000245139, -0.761664,
3.26, 0.054788, -0.000245135, -0.761664,
3.2625, 0.0547878, -0.00024513, -0.761664,
3.265, 0.0547875, -0.000245126, -0.761664,
3.2675, 0.0547872, -0.000245122, -0.761665,
3.27, 0.054787, -0.000245117, -0.761665,
3.2725, 0.0547867, -0.000245113, -0.761665,
3.275, 0.0547864, -0.000245108, -0.761665,
3.2775, 0.0547862, -0.000245104, -0.761665,
3.28, 0.0547859, -0.000245099, -0.761665,
3.2825, 0.0547856, -0.000245095, -0.761665,
3.285, 0.0547854, -0.00024509, -0.761665,
3.2875, 0.0547851, -0.000245086, -0.761665,
3.29, 0.0547848, -0.000245081, -0.761665,
3.2925, 0.0547846, -0.000245077, -0.761665,
3.295, 0.0547843, -0.000245072, -0.761665,
3.2975, 0.0547841, -0.000245068, -0.761665,
3.3, 0.0547838, -0.000245063, -0.761665,
3.3025, 0.0547835, -0.000245059, -0.761666,
3.305, 0.0547833, -0.000245054, -0.761666,
3.3075, 0.054783, -0.00024505, -0.761666,
3.31, 0.0547827, -0.000245045, -0.761666,
3.3125, 0.0547825, -0.000245041, -0.761666,
3.315, 0.0547822, -0.000245036, -0.761666,
3.3175, 0.0547819, -0.000245032, -0.761666,
3.32, 0.0547817, -0.000245027, -0.761666,
3.3225, 0.0547814, -0.000245022, -0.761666,
3.325, 0.0547811, -0.000245018, -0.761666,
3.3275, 0.0547809, -0.000245013, -0.761666,
3.33, 0.0547806, -0.000245009, -0.761666,
3.3325, 0.0547804, -0.000245004, -0.761666,
3.335, 0.0547801, -0.000245, -0.761666,
3.3375, 0.0547798, -0.000244995, -0.761667,
3.34, 0.0547796, -0.00024499, -0.761667,
3.3425, 0.0547793, -0.000244986, -0.761667,
3.345, 0.054779, -0.000244981, -0.761667,
3.3475, 0.0547788, -0.000244977, -0.761667,
3.35, 0.0547785, -0.000244972, -0.761667,
3.3525, 0.0547782, -0.000244967, -0.761667,
3.355, 0.054778, -0.000244963, -0.761667,
3.3575, 0.0547777, -0.000244958, -0.761667,
3.36, 0.0547774, -0.000244954, -0.761667,
3.3625, 0.0547772, -0.000244949, -0.761667,
3.365, 0.0547769, -0.000244944, -0.761667,
3.3675, 0.0547767, -0.00024494, -0.761667,
3.37, 0.0547764, -0.000244935, -0.761667,
3.3725, 0.0547761, -0.00024493, -0.761668,
3.375, 0.0547759, -0.000244926, -0.761668,
3.3775, 0.0547756, -0.000244921, -0.761668,
3.38, 0.0547753, -0.000244916, -0.761668,
3.3825, 0.0547751, -0.000244912, -0.761668,
3.385, 0.0547748, -0.000244907, -0.761668,
3.3875, 0.0547745, -0.000244902, -0.761668,
3.39, 0.0547743, -0.000244898, -0.761668,
3.3925, 0.054774, -0.000244893, -0.761668,
3.395, 0.0547737, -0.000244888, -0.761668,
3.3975, 0.0547735, -0.000244884, -0.761668,
3.4, 0.0547732, -0.000244879, -0.761668,
3.4025, 0.054773, -0.000244874, -0.761668,
3.405, 0.0547727, -0.000244869, -0.761668,
3.4075, 0.0547724, -0.000244865, -0.761669,
3.41, 0.0547722, -0.00024486, -0.761669,
3.4125, 0.0547719, -0.000244855, -0.761669,
3.415, 0.0547716, -0.000244851, -0.761669,
3.4175, 0.0547714, -0.000244846, -0.761669,
3.42, 0.0547711, -0.000244841, -0.761669,
3.4225, 0.0547708, -0.000244836, -0.761669,
3.425, 0.0547706, -0.000244832, -0.761669,
3.4275, 0.0547703, -0.000244827, -0.761669,
3.43, 0.05477, -0.000244822, -0.761669,
3.4325, 0.0547698, -0.000244817, -0.761669,
3.435, 0.0547695, -0.000244813, -0.761669,
3.4375, 0.0547692, -0.000244808, -0.761669,
3.44, 0.054769, -0.000244803, -0.761669,
3.4425, 0.0547687, -0.000244798, -0.76167,
3.445, 0.0547685, -0.000244794, -0.76167,
3.4475, 0.0547682, -0.000244789, -0.76167,
3.45, 0.0547679, -0.000244784, -0.76167,
3.4525, 0.0547677, -0.000244779, -0.76167,
3.455, 0.0547674, -0.000244774, -0.76167,
3.4575, 0.0547671, -0.00024477, -0.76167,
3.46, 0.0547669, -0.000244765, -0.76167,
3.4625, 0.0547666, -0.00024476, -0.76167,
3.465, 0.0547663, -0.000244755, -0.76167,
3.4675, 0.0547661, -0.000244751, -0.76167,
3.47, 0.0547658, -0.000244746, -0.76167,
3.4725, 0.0547655, -0.000244741, -0.76167,
3.475, 0.0547653, -0.000244736, -0.76167,
3.4775, 0.054765, -0.000244731, -0.761671,
3.48, 0.0547648, -0.000244726, -0.761671,
3.4825, 0.0547645, -0.000244722, -0.761671,
3.485, 0.0547642, -0.000244717, -0.761671,
3.4875, 0.054764, -0.000244712, -0.761671,
3.49, 0.0547637, -0.000244707, -0.761671,
3.4925, 0.0547634, -0.000244702, -0.761671,
3.495, 0.0547632, -0.000244698, -0.761671,
3.4975, 0.0547629, -0.000244693, -0.761671,
3.5, 0.0547626, -0.000244688, -0.761671,
3.5025, 0.0547624, -0.000244683, -0.761671,
3.505, 0.0547621, -0.000244678, -0.761671,
3.5075, 0.0547618, -0.000244673, -0.761671,
3.51, 0.0547616, -0.000244668, -0.761672,
3.5125, 0.0547613, -0.000244664, -0.761672,
3.515, 0.054761, -0.000244659, -0.761672,
3.5175, 0.0547608, -0.000244654, -0.761672,
3.52, 0.0547605, -0.000244649, -0.761672,
3.5225, 0.0547603, -0.000244644, -0.761672,
3.525, 0.05476, -0.000244639, -0.761672,
3.5275, 0.0547597, -0.000244634, -0.761672,
3.53, 0.0547595, -0.000244629, -0.761672,
3.5325, 0.0547592, -0.000244625, -0.761672,
3.535, 0.0547589, -0.00024462, -0.761672,
3.5375, 0.0547587, -0.000244615, -0.761672,
3.54, 0.0547584, -0.00024461, -0.761672,
3.5425, 0.0547581, -0.000244605, -0.761672,
3.545, 0.0547579, -0.0002446, -0.761673,
3.5475, 0.0547576, -0.000244595, -0.761673,
3.55, 0.0547573, -0.00024459, -0.761673,
3.5525, 0.0547571, -0.000244585, -0.761673,
3.555, 0.0547568, -0.000244581, -0.761673,
3.5575, 0.0547566, -0.000244576, -0.761673,
3.56, 0.0547563, -0.000244571, -0.761673,
3.5625, 0.054756, -0.000244566, -0.761673,
3.565, 0.0547558, -0.000244561, -0.761673,
3.5675, 0.0547555, -0.000244556, -0.761673,
3.57, 0.0547552, -0.000244551, -0.761673,
3.5725, 0.054755, -0.000244546, -0.761673,
3.575, 0.0547547, -0.000244541, -0.761673,
3.5775, 0.0547544, -0.000244536, -0.761673,
3.58, 0.0547542, -0.000244531, -0.761674,
3.5825, 0.0547539, -0.000244526, -0.761674,
3.585, 0.0547536, -0.000244521, -0.761674,
3.5875, 0.0547534, -0.000244516, -0.761674,
3.59, 0.0547531, -0.000244512, -0.761674,
3.5925, 0.0547528, -0.000244507, -0.761674,
3.595, 0.0547526, -0.000244502, -0.761674,
3.5975, 0.0547523, -0.000244497, -0.761674,
3.6, 0.0547521, -0.000244492, -0.761674,
3.6025, 0.0547518, -0.000244487, -0.761674,
3.605, 0.0547515, -0.000244482, -0.761674,
3.6075, 0.0547513, -0.000244477, -0.761674,
3.61, 0.054751, -0.000244472, -0.761674,
3.6125, 0.0547507, -0.000244467, -0.761674,
3.615, 0.0547505, -0.000244462, -0.761675,
3.6175, 0.0547502, -0.000244457, -0.761675,
3.62, 0.0547499, -0.000244452, -0.761675,
3.6225, 0.0547497, -0.000244447, -0.761675,
3.625, 0.0547494, -0.000244442, -0.761675,
3.6275, 0.0547491, -0.000244437, -0.761675,
3.63, 0.0547489, -0.000244432, -0.761675,
3.6325, 0.0547486, -0.000244427, -0.761675,
3.635, 0.0547483, -0.000244422, -0.761675,
3.6375, 0.0547481, -0.000244417, -0.761675,
3.64, 0.0547478, -0.000244412, -0.761675,
3.6425, 0.0547476, -0.000244407, -0.761675,
3.645, 0.0547473, -0.000244402, -0.761675,
3.6475, 0.054747, -0.000244397, -0.761675,
3.65, 0.0547468, -0.000244392, -0.761676,
3.6525, 0.0547465, -0.000244387, -0.761676,
3.655, 0.0547462, -0.000244382, -0.761676,
3.6575, 0.054746, -0.000244377, -0.761676,
3.66, 0.0547457, -0.000244372, -0.761676,
3.6625, 0.0547454, -0.000244367, -0.761676,
3.665, 0.0547452, -0.000244362, -0.761676,
3.6675, 0.0547449, -0.000244357, -0.761676,
3.67, 0.0547446, -0.000244352, -0.761676,
3.6725, 0.0547444, -0.000244347, -0.761676,
3.675, 0.0547441, -0.000244342, -0.761676,
3.6775, 0.0547438, -0.000244337, -0.761676,
3.68, 0.0547436, -0.000244332, -0.761676,
3.6825, 0.0547433, -0.000244327, -0.761676,
3.685, 0.0547431, -0.000244322, -0.761677,
3.6875, 0.0547428, -0.000244317, -0.761677,
3.69, 0.0547425, -0.000244312, -0.761677,
3.6925, 0.0547423, -0.000244307, -0.761677,
3.695, 0.054742, -0.000244302, -0.761677,
3.6975, 0.0547417, -0.000244297, -0.761677,
3.7, 0.0547415, -0.000244292, -0.761677,
3.7025, 0.0547412, -0.000244287, -0.761677,
3.705, 0.0547409, -0.000244282, -0.761677,
3.7075, 0.0547407, -0.000244276, -0.761677,
3.71, 0.0547404, -0.000244271, -0.761677,
3.7125, 0.0547401, -0.000244266, -0.761677,
3.715, 0.0547399, -0.000244261, -0.761677,
3.7175, 0.0547396, -0.000244256, -0.761677,
3.72, 0.0547393, -0.000244251, -0.761678,
3.7225, 0.0547391, -0.000244246, -0.761678,
3.725, 0.0547388, -0.000244241, -0.761678,
3.7275, 0.0547386, -0.000244236, -0.761678,
3.73, 0.0547383, -0.000244231, -0.761678,
3.7325, 0.054738, -0.000244226, -0.761678,
3.735, 0.0547378, -0.000244221, -0.761678,
3.7375, 0.0547375, -0.000244216, -0.761678,
3.74, 0.0547372, -0.000244211, -0.761678,
3.7425, 0.054737, -0.000244206, -0.761678,
3.745, 0.0547367, -0.000244201, -0.761678,
3.7475, 0.0547364, -0.000244195, -0.761678,
3.75, 0.0547362, -0.00024419, -0.761678,
3.7525, 0.0547359, -0.000244185, -0.761678,
3.755, 0.0547356, -0.00024418, -0.761679,
3.7575, 0.0547354, -0.000244175, -0.761679,
3.76, 0.0547351, -0.00024417, -0.761679,
3.7625, 0.0547348, -0.000244165, -0.761679,
3.765, 0.0547346, -0.00024416, -0.761679,
3.7675, 0.0547343, -0.000244155, -0.761679,
3.77, 0.0547341, -0.00024415, -0.761679,
3.7725, 0.0547338, -0.000244145, -0.761679,
3.775, 0.0547335, -0.000244139, -0.761679,
3.7775, 0.0547333, -0.000244134, -0.761679,
3.78, 0.054733, -0.000244129, -0.761679,
3.7825, 0.0547327, -0.000244124, -0.761679,
3.785, 0.0547325, -0.000244119, -0.761679,
3.7875, 0.0547322, -0.000244114, -0.761679,
3.79, 0.0547319, -0.000244109, -0.76168,
3.7925, 0.0547317, -0.000244104, -0.76168,
3.795, 0.0547314, -0.000244099, -0.76168,
3.7975, 0.0547311, -0.000244094, -0.76168,
3.8, 0.0547309, -0.000244088, -0.76168,
3.8025, 0.0547306, -0.000244083, -0.76168,
3.805, 0.0547303, -0.000244078, -0.76168,
3.8075, 0.0547301, -0.000244073, -0.76168,
3.81, 0.0547298, -0.000244068, -0.76168,
3.8125, 0.0547296, -0.000244063, -0.76168,
3.815, 0.0547293, -0.000244058, -0.76168,
3.8175, 0.054729, -0.000244053, -0.76168,
3.82, 0.0547288, -0.000244047, -0.76168,
3.8225, 0.0547285, -0.000244042, -0.761681,
3.825, 0.0547282, -0.000244037, -0.761681,
3.8275, 0.054728, -0.000244032, -0.761681,
3.83, 0.0547277, -0.000244027, -0.761681,
3.8325, 0.0547274, -0.000244022, -0.761681,
3.835, 0.0547272, -0.000244017, -0.761681,
3.8375, 0.0547269, -0.000244012, -0.761681,
3.84, 0.0547266, -0.000244006, -0.761681,
3.8425, 0.0547264, -0.000244001, -0.761681,
3.845, 0.0547261, -0.000243996, -0.761681,
3.8475, 0.0547258, -0.000243991, -0.761681,
3.85, 0.0547256, -0.000243986, -0.761681,
3.8525, 0.0547253, -0.000243981, -0.761681,
3.855, 0.054725, -0.000243976, -0.761681,
3.8575, 0.0547248, -0.00024397, -0.761682,
3.86, 0.0547245, -0.000243965, -0.761682,
3.8625, 0.0547243, -0.00024396, -0.761682,
3.865, 0.054724, -0.000243955, -0.761682,
3.8675, 0.0547237, -0.00024395, -0.761682,
3.87, 0.0547235, -0.000243945, -0.761682,
3.8725, 0.0547232, -0.000243939, -0.761682,
3.875, 0.0547229, -0.000243934, -0.761682,
3.8775, 0.0547227, -0.000243929, -0.761682,
3.88, 0.0547224, -0.000243924, -0.761682,
3.8825, 0.0547221, -0.000243919, -0.761682,
3.885, 0.0547219, -0.000243914, -0.761682,
3.8875, 0.0547216, -0.000243909, -0.761682,
3.89, 0.0547213, -0.000243903, -0.761682,
3.8925, 0.0547211, -0.000243898, -0.761683,
3.895, 0.0547208, -0.000243893, -0.761683,
3.8975, 0.0547205, -0.000243888, -0.761683,
3.9, 0.0547203, -0.000243883, -0.761683,
3.9025, 0.05472, -0.000243878, -0.761683,
3.905, 0.0547198, -0.000243872, -0.761683,
3.9075, 0.0547195, -0.000243867, -0.761683,
3.91, 0.0547192, -0.000243862, -0.761683,
3.9125, 0.054719, -0.000243857, -0.761683,
3.915, 0.0547187, -0.000243852, -0.761683,
3.9175, 0.0547184, -0.000243846, -0.761683,
3.92, 0.0547182, -0.000243841, -0.761683,
3.9225, 0.0547179, -0.000243836, -0.761683,
3.925, 0.0547176, -0.000243831, -0.761683,
3.9275, 0.0547174, -0.000243826, -0.761684,
3.93, 0.0547171, -0.000243821, -0.761684,
3.9325, 0.0547168, -0.000243815, -0.761684,
3.935, 0.0547166, -0.00024381, -0.761684,
3.9375, 0.0547163, -0.000243805, -0.761684,
3.94, 0.054716, -0.0002438, -0.761684,
3.9425, 0.0547158, -0.000243795, -0.761684,
3.945, 0.0547155, -0.000243789, -0.761684,
3.9475, 0.0547152, -0.000243784, -0.761684,
3.95, 0.054715, -0.000243779, -0.761684,
3.9525, 0.0547147, -0.000243774, -0.761684,
3.955, 0.0547145, -0.000243769, -0.761684,
3.9575, 0.0547142, -0.000243763, -0.761684,
3.96, 0.0547139, -0.000243758, -0.761684,
3.9625, 0.0547137, -0.000243753, -0.761685,
3.965, 0.0547134, -0.000243748, -0.761685,
3.9675, 0.0547131, -0.000243743, -0.761685,
3.97, 0.0547129, -0.000243737, -0.761685,
3.9725, 0.0547126, -0.000243732, -0.761685,
3.975, 0.0547123, -0.000243727, -0.761685,
3.9775, 0.0547121, -0.000243722, -0.761685,
3.98, 0.0547118, -0.000243717, -0.761685,
3.9825, 0.0547115, -0.000243711, -0.761685,
3.985, 0.0547113, -0.000243706, -0.761685,
3.9875, 0.054711, -0.000243701, -0.761685,
3.99, 0.0547107, -0.000243696, -0.761685,
3.9925, 0.0547105, -0.000243691, -0.761685,
3.995, 0.0547102, -0.000243685, -0.761686,
3.9975, 0.0547099, -0.00024368, -0.761686,
4, 0.0547097, -0.000243675, -0.761686,
4.0025, 0.0547094, -0.00024367, -0.761686,
4.005, 0.0547092, -0.000243665, -0.761686,
4.0075, 0.0547089, -0.000243659, -0.761686,
4.01, 0.0547086, -0.000243654, -0.761686,
4.0125, 0.0547084, -0.000243649, -0.761686,
4.015, 0.0547081, -0.000243644, -0.761686,
4.0175, 0.0547078, -0.000243638, -0.761686,
4.02, 0.0547076, -0.000243633, -0.761686,
4.0225, 0.0547073, -0.000243628, -0.761686,
4.025, 0.054707, -0.000243623, -0.761686,
4.0275, 0.0547068, -0.000243618, -0.761686,
4.03, 0.0547065, -0.000243612, -0.761687,
4.0325, 0.0547062, -0.000243607, -0.761687,
4.035, 0.054706, -0.000243602, -0.761687,
4.0375, 0.0547057, -0.000243597, -0.761687,
4.04, 0.0547054, -0.000243591, -0.761687,
4.0425, 0.0547052, -0.000243586, -0.761687,
4.045, 0.0547049, -0.000243581, -0.761687,
4.0475, 0.0547047, -0.000243576, -0.761687,
4.05, 0.0547044, -0.000243571, -0.761687,
4.0525, 0.0547041, -0.000243565, -0.761687,
4.055, 0.0547039, -0.00024356, -0.761687,
4.0575, 0.0547036, -0.000243555, -0.761687,
