t,tau1,tau2,ddq1,ddq2,q1,q2,X,Y,
11.4037,10.7237,-3.98643,0.0435914,-0.00550438,10.7051,-2.08258,0.239163,-0.981499,
11.405,10.7334,-3.9821,0.0435606,-0.00550403,10.7064,-2.08258,0.240423,-0.981187,
11.4062,10.7431,-3.97777,0.0435297,-0.00550368,10.7077,-2.08259,0.241683,-0.980874,
11.4075,10.7529,-3.97343,0.0434987,-0.00550332,10.7089,-2.08259,0.242942,-0.980559,
11.4087,10.7626,-3.96909,0.0434677,-0.00550296,10.7102,-2.08259,0.244201,-0.980243,
11.41,10.7722,-3.96474,0.0434366,-0.00550259,10.7115,-2.0826,0.24546,-0.979925,
11.4112,10.7819,-3.96039,0.0434054,-0.00550222,10.7128,-2.0826,0.246718,-0.979605,
11.4125,10.7915,-3.95603,0.0433741,-0.00550185,10.7141,-2.08261,0.247976,-0.979283,
11.4137,10.8012,-3.95166,0.0433427,-0.00550147,10.7154,-2.08261,0.249234,-0.97896,
11.415,10.8108,-3.94729,0.0433113,-0.00550109,10.7167,-2.08261,0.250491,-0.978636,
11.4162,10.8204,-3.94291,0.0432798,-0.00550071,10.718,-2.08262,0.251748,-0.978309,
11.4175,10.83,-3.93852,0.0432481,-0.00550032,10.7192,-2.08262,0.253004,-0.977981,
11.4187,10.8395,-3.93413,0.0432164,-0.00549993,10.7205,-2.08263,0.25426,-0.977652,
11.42,10.8491,-3.92974,0.0431846,-0.00549953,10.7218,-2.08263,0.255516,-0.977321,
11.4212,10.8586,-3.92533,0.0431528,-0.00549913,10.7231,-2.08264,0.256771,-0.976988,
11.4225,10.8681,-3.92092,0.0431208,-0.00549872,10.7244,-2.08264,0.258026,-0.976653,
11.4237,10.8776,-3.91651,0.0430888,-0.00549832,10.7257,-2.08264,0.259281,-0.976317,
11.425,10.8871,-3.91209,0.0430567,-0.0054979,10.727,-2.08265,0.260535,-0.975979,
11.4262,10.8965,-3.90766,0.0430245,-0.00549749,10.7283,-2.08265,0.261789,-0.97564,
11.4275,10.906,-3.90323,0.0429922,-0.00549706,10.7295,-2.08266,0.263042,-0.975299,
11.4287,10.9154,-3.89879,0.0429599,-0.00549664,10.7308,-2.08266,0.264295,-0.974956,
11.43,10.9248,-3.89435,0.0429274,-0.00549621,10.7321,-2.08267,0.265548,-0.974612,
11.4312,10.9342,-3.8899,0.0428949,-0.00549578,10.7334,-2.08267,0.2668,-0.974266,
11.4325,10.9435,-3.88544,0.0428623,-0.00549534,10.7347,-2.08267,0.268052,-0.973918,
11.4337,10.9529,-3.88098,0.0428296,-0.00549489,10.736,-2.08268,0.269304,-0.973569,
11.435,10.9622,-3.87651,0.0427968,-0.00549445,10.7373,-2.08268,0.270555,-0.973218,
11.4362,10.9715,-3.87204,0.0427639,-0.005494,10.7386,-2.08269,0.271805,-0.972866,
11.4375,10.9808,-3.86756,0.042731,-0.00549354,10.7398,-2.08269,0.273056,-0.972512,
11.4387,10.9901,-3.86308,0.042698,-0.00549308,10.7411,-2.0827,0.274306,-0.972156,
11.44,10.9994,-3.85859,0.0426649,-0.00549261,10.7424,-2.0827,0.275555,-0.971798,
11.4412,11.0086,-3.85409,0.0426317,-0.00549215,10.7437,-2.08271,0.276804,-0.971439,
11.4425,11.0178,-3.84959,0.0425984,-0.00549167,10.745,-2.08271,0.278053,-0.971079,
11.4437,11.0271,-3.84508,0.042565,-0.0054912,10.7463,-2.08271,0.279301,-0.970716,
11.445,11.0362,-3.84056,0.0425316,-0.00549071,10.7476,-2.08272,0.280549,-0.970353,
11.4462,11.0454,-3.83604,0.0424981,-0.00549023,10.7489,-2.08272,0.281796,-0.969987,
11.4475,11.0546,-3.83152,0.0424645,-0.00548973,10.7502,-2.08273,0.283043,-0.96962,
11.4487,11.0637,-3.82698,0.0424308,-0.00548924,10.7514,-2.08273,0.28429,-0.969251,
11.45,11.0728,-3.82245,0.042397,-0.00548874,10.7527,-2.08274,0.285536,-0.968881,
11.4512,11.0819,-3.8179,0.0423632,-0.00548823,10.754,-2.08274,0.286782,-0.968509,
11.4525,11.091,-3.81336,0.0423292,-0.00548772,10.7553,-2.08275,0.288027,-0.968135,
11.4537,11.1001,-3.8088,0.0422952,-0.00548721,10.7566,-2.08275,0.289272,-0.96776,
11.455,11.1091,-3.80424,0.0422611,-0.00548668,10.7579,-2.08275,0.290517,-0.967383,
11.4562,11.1182,-3.79967,0.0422269,-0.00548616,10.7592,-2.08276,0.291761,-0.967004,
11.4575,11.1272,-3.7951,0.0421926,-0.00548563,10.7605,-2.08276,0.293004,-0.966624,
11.4587,11.1362,-3.79052,0.0421583,-0.0054851,10.7618,-2.08277,0.294248,-0.966242,
11.46,11.1452,-3.78594,0.0421239,-0.00548456,10.7631,-2.08277,0.29549,-0.965859,
11.4612,11.1541,-3.78135,0.0420893,-0.00548401,10.7643,-2.08278,0.296733,-0.965474,
11.4625,11.1631,-3.77676,0.0420547,-0.00548346,10.7656,-2.08278,0.297974,-0.965087,
11.4637,11.172,-3.77215,0.0420201,-0.00548291,10.7669,-2.08279,0.299216,-0.964699,
11.465,11.1809,-3.76755,0.0419853,-0.00548235,10.7682,-2.08279,0.300457,-0.964309,
11.4662,11.1898,-3.76294,0.0419505,-0.00548179,10.7695,-2.0828,0.301697,-0.963917,
11.4675,11.1986,-3.75832,0.0419155,-0.00548122,10.7708,-2.0828,0.302937,-0.963524,
11.4687,11.2075,-3.75369,0.0418805,-0.00548064,10.7721,-2.0828,0.304177,-0.96313,
11.47,11.2163,-3.74907,0.0418454,-0.00548006,10.7734,-2.08281,0.305416,-0.962733,
11.4712,11.2251,-3.74443,0.0418102,-0.00547948,10.7747,-2.08281,0.306655,-0.962335,
11.4725,11.2339,-3.73979,0.041775,-0.00547889,10.776,-2.08282,0.307893,-0.961935,
11.4737,11.2427,-3.73514,0.0417396,-0.0054783,10.7772,-2.08282,0.309131,-0.961534,
11.475,11.2515,-3.73049,0.0417042,-0.00547769,10.7785,-2.08283,0.310368,-0.961131,
11.4762,11.2602,-3.72583,0.0416687,-0.00547709,10.7798,-2.08283,0.311605,-0.960727,
11.4775,11.2689,-3.72117,0.0416331,-0.00547648,10.7811,-2.08284,0.312841,-0.960321,
11.4787,11.2776,-3.7165,0.0415975,-0.00547586,10.7824,-2.08284,0.314077,-0.959913,
11.48,11.2863,-3.71183,0.0415617,-0.00547524,10.7837,-2.08285,0.315312,-0.959504,
11.4812,11.295,-3.70715,0.0415259,-0.00547462,10.785,-2.08285,0.316547,-0.959093,
11.4825,11.3036,-3.70246,0.0414899,-0.00547398,10.7863,-2.08286,0.317781,-0.95868,
11.4837,11.3123,-3.69777,0.0414539,-0.00547334,10.7876,-2.08286,0.319015,-0.958266,
11.485,11.3209,-3.69307,0.0414179,-0.0054727,10.7889,-2.08287,0.320249,-0.95785,
11.4862,11.3295,-3.68837,0.0413817,-0.00547205,10.7902,-2.08287,0.321482,-0.957433,
11.4875,11.3381,-3.68366,0.0413454,-0.0054714,10.7914,-2.08287,0.322714,-0.957014,
11.4887,11.3466,-3.67895,0.0413091,-0.00547074,10.7927,-2.08288,0.323946,-0.956593,
11.49,11.3552,-3.67423,0.0412727,-0.00547007,10.794,-2.08288,0.325178,-0.956171,
11.4912,11.3637,-3.66951,0.0412362,-0.0054694,10.7953,-2.08289,0.326409,-0.955747,
11.4925,11.3722,-3.66478,0.0411996,-0.00546873,10.7966,-2.08289,0.327639,-0.955322,
11.4937,11.3807,-3.66004,0.041163,-0.00546805,10.7979,-2.0829,0.328869,-0.954894,
11.495,11.3891,-3.6553,0.0411262,-0.00546736,10.7992,-2.0829,0.330099,-0.954466,
11.4962,11.3976,-3.65055,0.0410894,-0.00546667,10.8005,-2.08291,0.331328,-0.954035,
11.4975,11.406,-3.6458,0.0410525,-0.00546597,10.8018,-2.08291,0.332556,-0.953603,
11.4987,11.4144,-3.64104,0.0410155,-0.00546526,10.8031,-2.08292,0.333784,-0.95317,
11.5,11.4228,-3.63628,0.0409784,-0.00546455,10.8044,-2.08292,0.335012,-0.952735,
11.5012,11.4312,-3.63151,0.0409413,-0.00546383,10.8057,-2.08293,0.336239,-0.952298,
11.5025,11.4395,-3.62673,0.040904,-0.00546311,10.8069,-2.08293,0.337465,-0.95186,
11.5037,11.4479,-3.62195,0.0408667,-0.00546238,10.8082,-2.08294,0.338691,-0.95142,
11.505,11.4562,-3.61717,0.0408293,-0.00546165,10.8095,-2.08294,0.339917,-0.950978,
11.5062,11.4645,-3.61238,0.0407918,-0.00546091,10.8108,-2.08295,0.341141,-0.950535,
11.5075,11.4728,-3.60758,0.0407543,-0.00546016,10.8121,-2.08295,0.342366,-0.95009,
11.5087,11.481,-3.60278,0.0407166,-0.00545941,10.8134,-2.08296,0.34359,-0.949644,
11.51,11.4893,-3.59797,0.0406789,-0.00545865,10.8147,-2.08296,0.344813,-0.949196,
11.5112,11.4975,-3.59316,0.0406411,-0.00545789,10.816,-2.08297,0.346036,-0.948746,
11.5125,11.5057,-3.58834,0.0406032,-0.00545712,10.8173,-2.08297,0.347258,-0.948295,
11.5137,11.5139,-3.58352,0.0405652,-0.00545634,10.8186,-2.08298,0.34848,-0.947842,
11.515,11.5221,-3.57869,0.0405272,-0.00545556,10.8199,-2.08298,0.349701,-0.947388,
11.5162,11.5302,-3.57385,0.040489,-0.00545477,10.8212,-2.08299,0.350922,-0.946932,
11.5175,11.5383,-3.56902,0.0404508,-0.00545398,10.8225,-2.08299,0.352142,-0.946474,
11.5187,11.5464,-3.56417,0.0404125,-0.00545318,10.8238,-2.083,0.353361,-0.946015,
11.52,11.5545,-3.55932,0.0403741,-0.00545237,10.825,-2.083,0.35458,-0.945554,
11.5212,11.5626,-3.55446,0.0403357,-0.00545155,10.8263,-2.08301,0.355799,-0.945092,
11.5225,11.5707,-3.5496,0.0402971,-0.00545073,10.8276,-2.08301,0.357017,-0.944628,
11.5237,11.5787,-3.54474,0.0402585,-0.00544991,10.8289,-2.08302,0.358234,-0.944162,
11.525,11.5867,-3.53986,0.0402198,-0.00544907,10.8302,-2.08302,0.359451,-0.943695,
11.5262,11.5947,-3.53499,0.040181,-0.00544824,10.8315,-2.08303,0.360667,-0.943226,
11.5275,11.6027,-3.5301,0.0401421,-0.00544739,10.8328,-2.08303,0.361883,-0.942756,
11.5287,11.6107,-3.52522,0.0401031,-0.00544654,10.8341,-2.08304,0.363098,-0.942284,
11.53,11.6186,-3.52032,0.0400641,-0.00544568,10.8354,-2.08304,0.364312,-0.941811,
11.5312,11.6265,-3.51542,0.040025,-0.00544482,10.8367,-2.08305,0.365526,-0.941335,
11.5325,11.6344,-3.51052,0.0399858,-0.00544394,10.838,-2.08305,0.36674,-0.940859,
11.5337,11.6423,-3.50561,0.0399465,-0.00544307,10.8393,-2.08306,0.367953,-0.94038,
11.535,11.6502,-3.5007,0.0399071,-0.00544218,10.8406,-2.08306,0.369165,-0.9399,
11.5362,11.658,-3.49578,0.0398677,-0.00544129,10.8419,-2.08307,0.370377,-0.939419,
11.5375,11.6659,-3.49085,0.0398282,-0.00544039,10.8432,-2.08307,0.371588,-0.938936,
11.5387,11.6737,-3.48592,0.0397885,-0.00543948,10.8444,-2.08308,0.372798,-0.938451,
11.54,11.6814,-3.48098,0.0397489,-0.00543857,10.8457,-2.08308,0.374008,-0.937965,
11.5412,11.6892,-3.47604,0.0397091,-0.00543766,10.847,-2.08309,0.375218,-0.937477,
11.5425,11.697,-3.4711,0.0396692,-0.00543673,10.8483,-2.08309,0.376427,-0.936987,
11.5437,11.7047,-3.46615,0.0396293,-0.0054358,10.8496,-2.0831,0.377635,-0.936496,
11.545,11.7124,-3.46119,0.0395893,-0.00543486,10.8509,-2.0831,0.378842,-0.936004,
11.5462,11.7201,-3.45623,0.0395492,-0.00543391,10.8522,-2.08311,0.380049,-0.935509,
11.5475,11.7278,-3.45126,0.039509,-0.00543296,10.8535,-2.08311,0.381256,-0.935014,
11.5487,11.7354,-3.44629,0.0394687,-0.005432,10.8548,-2.08312,0.382462,-0.934516,
11.55,11.7431,-3.44131,0.0394284,-0.00543103,10.8561,-2.08312,0.383667,-0.934017,
11.5512,11.7507,-3.43633,0.039388,-0.00543006,10.8574,-2.08313,0.384872,-0.933517,
11.5525,11.7583,-3.43134,0.0393475,-0.00542908,10.8587,-2.08313,0.386076,-0.933015,
11.5537,11.7659,-3.42635,0.0393069,-0.00542809,10.86,-2.08314,0.387279,-0.932511,
11.555,11.7734,-3.42135,0.0392662,-0.00542709,10.8613,-2.08314,0.388482,-0.932005,
11.5562,11.781,-3.41635,0.0392255,-0.00542609,10.8626,-2.08315,0.389684,-0.931499,
11.5575,11.7885,-3.41134,0.0391846,-0.00542508,10.8639,-2.08315,0.390886,-0.93099,
11.5587,11.796,-3.40632,0.0391437,-0.00542407,10.8652,-2.08316,0.392087,-0.93048,
11.56,11.8035,-3.4013,0.0391027,-0.00542304,10.8665,-2.08316,0.393287,-0.929968,
11.5612,11.8109,-3.39628,0.0390617,-0.00542201,10.8677,-2.08317,0.394487,-0.929455,
11.5625,11.8184,-3.39125,0.0390205,-0.00542097,10.869,-2.08317,0.395686,-0.92894,
11.5637,11.8258,-3.38622,0.0389793,-0.00541993,10.8703,-2.08318,0.396885,-0.928424,
11.565,11.8332,-3.38118,0.038938,-0.00541887,10.8716,-2.08318,0.398083,-0.927906,
11.5662,11.8406,-3.37613,0.0388966,-0.00541781,10.8729,-2.08319,0.39928,-0.927387,
11.5675,11.8479,-3.37108,0.0388551,-0.00541674,10.8742,-2.0832,0.400477,-0.926865,
11.5687,11.8553,-3.36603,0.0388135,-0.00541567,10.8755,-2.0832,0.401673,-0.926343,
11.57,11.8626,-3.36097,0.0387719,-0.00541459,10.8768,-2.08321,0.402868,-0.925819,
11.5712,11.8699,-3.3559,0.0387302,-0.0054135,10.8781,-2.08321,0.404063,-0.925293,
11.5725,11.8772,-3.35083,0.0386884,-0.0054124,10.8794,-2.08322,0.405257,-0.924765,
11.5737,11.8845,-3.34576,0.0386465,-0.00541129,10.8807,-2.08322,0.40645,-0.924236,
11.575,11.8917,-3.34068,0.0386045,-0.00541018,10.882,-2.08323,0.407643,-0.923706,
11.5762,11.899,-3.33559,0.0385625,-0.00540906,10.8833,-2.08323,0.408836,-0.923174,
11.5775,11.9062,-3.3305,0.0385203,-0.00540793,10.8846,-2.08324,0.410027,-0.92264,
11.5787,11.9134,-3.32541,0.0384781,-0.0054068,10.8859,-2.08324,0.411218,-0.922105,
11.58,11.9205,-3.32031,0.0384359,-0.00540565,10.8872,-2.08325,0.412408,-0.921568,
11.5812,11.9277,-3.31521,0.0383935,-0.0054045,10.8885,-2.08325,0.413598,-0.92103,
11.5825,11.9348,-3.3101,0.038351,-0.00540334,10.8898,-2.08326,0.414787,-0.92049,
11.5837,11.9419,-3.30498,0.0383085,-0.00540217,10.8911,-2.08326,0.415975,-0.919948,
11.585,11.949,-3.29986,0.0382659,-0.005401,10.8924,-2.08327,0.417163,-0.919405,
11.5862,11.9561,-3.29474,0.0382232,-0.00539982,10.8937,-2.08328,0.41835,-0.918861,
11.5875,11.9631,-3.28961,0.0381805,-0.00539862,10.895,-2.08328,0.419536,-0.918315,
11.5887,11.9702,-3.28447,0.0381376,-0.00539743,10.8963,-2.08329,0.420722,-0.917767,
11.59,11.9772,-3.27933,0.0380947,-0.00539622,10.8975,-2.08329,0.421907,-0.917218,
11.5912,11.9842,-3.27419,0.0380517,-0.00539501,10.8988,-2.0833,0.423091,-0.916667,
11.5925,11.9911,-3.26904,0.0380086,-0.00539378,10.9001,-2.0833,0.424275,-0.916114,
11.5937,11.9981,-3.26388,0.0379654,-0.00539255,10.9014,-2.08331,0.425458,-0.91556,
11.595,12.005,-3.25872,0.0379222,-0.00539131,10.9027,-2.08331,0.42664,-0.915005,
11.5962,12.0119,-3.25356,0.0378788,-0.00539007,10.904,-2.08332,0.427821,-0.914448,
11.5975,12.0188,-3.24839,0.0378354,-0.00538881,10.9053,-2.08332,0.429002,-0.913889,
11.5987,12.0257,-3.24321,0.0377919,-0.00538755,10.9066,-2.08333,0.430183,-0.913329,
11.6,12.0326,-3.23804,0.0377484,-0.00538628,10.9079,-2.08334,0.431362,-0.912767,
11.6012,12.0394,-3.23285,0.0377047,-0.005385,10.9092,-2.08334,0.432541,-0.912204,
11.6025,12.0462,-3.22766,0.037661,-0.00538371,10.9105,-2.08335,0.433719,-0.911639,
11.6037,12.053,-3.22247,0.0376172,-0.00538241,10.9118,-2.08335,0.434897,-0.911072,
11.605,12.0598,-3.21727,0.0375733,-0.00538111,10.9131,-2.08336,0.436073,-0.910505,
11.6062,12.0665,-3.21207,0.0375293,-0.00537979,10.9144,-2.08336,0.43725,-0.909935,
11.6075,12.0733,-3.20686,0.0374853,-0.00537847,10.9157,-2.08337,0.438425,-0.909364,
11.6087,12.08,-3.20165,0.0374412,-0.00537714,10.917,-2.08337,0.4396,-0.908791,
11.61,12.0867,-3.19643,0.0373969,-0.0053758,10.9183,-2.08338,0.440774,-0.908217,
11.6112,12.0933,-3.19121,0.0373527,-0.00537446,10.9196,-2.08339,0.441947,-0.907641,
11.6125,12.1,-3.18598,0.0373083,-0.0053731,10.9209,-2.08339,0.44312,-0.907064,
11.6137,12.1066,-3.18075,0.0372638,-0.00537174,10.9222,-2.0834,0.444292,-0.906485,
11.615,12.1133,-3.17551,0.0372193,-0.00537037,10.9235,-2.0834,0.445463,-0.905905,
11.6162,12.1198,-3.17027,0.0371747,-0.00536899,10.9248,-2.08341,0.446633,-0.905323,
11.6175,12.1264,-3.16502,0.03713,-0.00536759,10.9261,-2.08341,0.447803,-0.90474,
11.6187,12.133,-3.15977,0.0370853,-0.0053662,10.9274,-2.08342,0.448972,-0.904155,
11.62,12.1395,-3.15451,0.0370404,-0.00536479,10.9287,-2.08342,0.45014,-0.903568,
11.6212,12.146,-3.14925,0.0369955,-0.00536337,10.93,-2.08343,0.451308,-0.90298,
11.6225,12.1525,-3.14399,0.0369505,-0.00536195,10.9313,-2.08344,0.452475,-0.902391,
11.6237,12.159,-3.13872,0.0369054,-0.00536052,10.9326,-2.08344,0.453641,-0.901799,
11.625,12.1654,-3.13344,0.0368603,-0.00535907,10.9339,-2.08345,0.454806,-0.901207,
11.6262,12.1719,-3.12816,0.036815,-0.00535762,10.9352,-2.08345,0.455971,-0.900613,
11.6275,12.1783,-3.12288,0.0367697,-0.00535616,10.9365,-2.08346,0.457135,-0.900017,
11.6287,12.1847,-3.11759,0.0367243,-0.00535469,10.9378,-2.08346,0.458298,-0.89942,
11.63,12.1911,-3.1123,0.0366788,-0.00535321,10.9391,-2.08347,0.459461,-0.898821,
11.6312,12.1974,-3.107,0.0366333,-0.00535173,10.9404,-2.08348,0.460622,-0.89822,
11.6325,12.2038,-3.1017,0.0365876,-0.00535023,10.9417,-2.08348,0.461783,-0.897618,
11.6337,12.2101,-3.09639,0.0365419,-0.00534873,10.943,-2.08349,0.462944,-0.897015,
11.635,12.2164,-3.09108,0.0364961,-0.00534721,10.9443,-2.08349,0.464103,-0.89641,
11.6362,12.2226,-3.08576,0.0364503,-0.00534569,10.9456,-2.0835,0.465262,-0.895804,
11.6375,12.2289,-3.08044,0.0364043,-0.00534416,10.9469,-2.0835,0.46642,-0.895196,
11.6387,12.2351,-3.07511,0.0363583,-0.00534262,10.9482,-2.08351,0.467577,-0.894586,
11.64,12.2413,-3.06978,0.0363122,-0.00534107,10.9495,-2.08352,0.468734,-0.893975,
11.6412,12.2475,-3.06445,0.036266,-0.00533951,10.9508,-2.08352,0.46989,-0.893362,
11.6425,12.2537,-3.05911,0.0362197,-0.00533794,10.9521,-2.08353,0.471045,-0.892748,
11.6437,12.2598,-3.05376,0.0361734,-0.00533636,10.9533,-2.08353,0.472199,-0.892133,
11.645,12.266,-3.04841,0.036127,-0.00533477,10.9546,-2.08354,0.473352,-0.891516,
11.6462,12.2721,-3.04306,0.0360805,-0.00533317,10.9559,-2.08354,0.474505,-0.890897,
11.6475,12.2782,-3.0377,0.0360339,-0.00533157,10.9572,-2.08355,0.475657,-0.890277,
11.6487,12.2842,-3.03234,0.0359872,-0.00532995,10.9585,-2.08356,0.476808,-0.889655,
11.65,12.2903,-3.02697,0.0359405,-0.00532833,10.9598,-2.08356,0.477959,-0.889032,
11.6512,12.2963,-3.0216,0.0358937,-0.00532669,10.9611,-2.08357,0.479108,-0.888407,
11.6525,12.3023,-3.01622,0.0358468,-0.00532505,10.9624,-2.08357,0.480257,-0.887781,
11.6537,12.3083,-3.01084,0.0357998,-0.00532339,10.9637,-2.08358,0.481405,-0.887153,
11.655,12.3143,-3.00546,0.0357528,-0.00532173,10.965,-2.08359,0.482553,-0.886524,
11.6562,12.3202,-3.00007,0.0357056,-0.00532006,10.9663,-2.08359,0.483699,-0.885893,
11.6575,12.3262,-2.99467,0.0356584,-0.00531837,10.9676,-2.0836,0.484845,-0.88526,
11.6587,12.3321,-2.98927,0.0356112,-0.00531668,10.9689,-2.0836,0.48599,-0.884627,
11.66,12.3379,-2.98387,0.0355638,-0.00531498,10.9702,-2.08361,0.487134,-0.883991,
11.6612,12.3438,-2.97846,0.0355164,-0.00531327,10.9715,-2.08361,0.488278,-0.883354,
11.6625,12.3497,-2.97305,0.0354689,-0.00531154,10.9728,-2.08362,0.48942,-0.882716,
11.6637,12.3555,-2.96764,0.0354213,-0.00530981,10.9741,-2.08363,0.490562,-0.882076,
11.665,12.3613,-2.96221,0.0353736,-0.00530807,10.9754,-2.08363,0.491703,-0.881435,
11.6662,12.3671,-2.95679,0.0353258,-0.00530632,10.9767,-2.08364,0.492843,-0.880792,
11.6675,12.3728,-2.95136,0.035278,-0.00530456,10.978,-2.08364,0.493983,-0.880147,
11.6687,12.3786,-2.94592,0.0352301,-0.00530279,10.9793,-2.08365,0.495121,-0.879501,
11.67,12.3843,-2.94049,0.0351821,-0.00530101,10.9806,-2.08366,0.496259,-0.878854,
11.6712,12.39,-2.93504,0.0351341,-0.00529922,10.9819,-2.08366,0.497396,-0.878205,
11.6725,12.3957,-2.9296,0.0350859,-0.00529742,10.9832,-2.08367,0.498532,-0.877555,
11.6737,12.4013,-2.92414,0.0350377,-0.00529561,10.9845,-2.08367,0.499668,-0.876903,
11.675,12.407,-2.91869,0.0349894,-0.00529378,10.9858,-2.08368,0.500802,-0.876249,
11.6762,12.4126,-2.91323,0.0349411,-0.00529195,10.9871,-2.08369,0.501936,-0.875594,
11.6775,12.4182,-2.90776,0.0348926,-0.00529011,10.9884,-2.08369,0.503069,-0.874938,
11.6787,12.4238,-2.90229,0.0348441,-0.00528826,10.9897,-2.0837,0.504201,-0.87428,
11.68,12.4293,-2.89682,0.0347955,-0.0052864,10.991,-2.0837,0.505333,-0.87362,
11.6812,12.4348,-2.89134,0.0347468,-0.00528453,10.9923,-2.08371,0.506463,-0.87296,
11.6825,12.4404,-2.88586,0.0346981,-0.00528265,10.9936,-2.08372,0.507593,-0.872297,
11.6837,12.4458,-2.88037,0.0346493,-0.00528075,10.9949,-2.08372,0.508722,-0.871633,
11.685,12.4513,-2.87488,0.0346004,-0.00527885,10.9962,-2.08373,0.50985,-0.870968,
11.6862,12.4568,-2.86939,0.0345514,-0.00527694,10.9975,-2.08373,0.510977,-0.870301,
11.6875,12.4622,-2.86389,0.0345023,-0.00527501,10.9988,-2.08374,0.512103,-0.869633,
11.6887,12.4676,-2.85839,0.0344532,-0.00527308,11.0001,-2.08375,0.513229,-0.868963,
11.69,12.473,-2.85288,0.034404,-0.00527114,11.0014,-2.08375,0.514353,-0.868291,
11.6912,12.4784,-2.84737,0.0343547,-0.00526918,11.0027,-2.08376,0.515477,-0.867618,
11.6925,12.4837,-2.84185,0.0343053,-0.00526722,11.004,-2.08377,0.5166,-0.866944,
11.6937,12.489,-2.83633,0.0342559,-0.00526524,11.0053,-2.08377,0.517723,-0.866268,
11.695,12.4944,-2.8308,0.0342064,-0.00526326,11.0067,-2.08378,0.518844,-0.865591,
11.6962,12.4996,-2.82528,0.0341568,-0.00526126,11.008,-2.08378,0.519964,-0.864912,
11.6975,12.5049,-2.81974,0.0341071,-0.00525925,11.0093,-2.08379,0.521084,-0.864232,
11.6987,12.5101,-2.81421,0.0340573,-0.00525723,11.0106,-2.0838,0.522203,-0.86355,
11.7,12.5154,-2.80866,0.0340075,-0.00525521,11.0119,-2.0838,0.523321,-0.862867,
11.7012,12.5206,-2.80312,0.0339576,-0.00525317,11.0132,-2.08381,0.524438,-0.862182,
11.7025,12.5257,-2.79757,0.0339076,-0.00525112,11.0145,-2.08381,0.525554,-0.861496,
11.7037,12.5309,-2.79202,0.0338576,-0.00524906,11.0158,-2.08382,0.526669,-0.860808,
11.705,12.536,-2.78646,0.0338075,-0.00524698,11.0171,-2.08383,0.527784,-0.860119,
11.7062,12.5412,-2.7809,0.0337573,-0.0052449,11.0184,-2.08383,0.528897,-0.859429,
11.7075,12.5463,-2.77533,0.033707,-0.00524281,11.0197,-2.08384,0.53001,-0.858736,
11.7087,12.5513,-2.76976,0.0336566,-0.0052407,11.021,-2.08385,0.531122,-0.858043,
11.71,12.5564,-2.76418,0.0336062,-0.00523859,11.0223,-2.08385,0.532233,-0.857348,
11.7112,12.5614,-2.75861,0.0335557,-0.00523646,11.0236,-2.08386,0.533343,-0.856651,
11.7125,12.5664,-2.75302,0.0335051,-0.00523433,11.0249,-2.08386,0.534452,-0.855953,
11.7137,12.5714,-2.74744,0.0334545,-0.00523218,11.0262,-2.08387,0.535561,-0.855254,
11.715,12.5764,-2.74185,0.0334037,-0.00523002,11.0275,-2.08388,0.536668,-0.854553,
11.7162,12.5814,-2.73625,0.0333529,-0.00522785,11.0288,-2.08388,0.537775,-0.853851,
11.7175,12.5863,-2.73065,0.0333021,-0.00522567,11.0301,-2.08389,0.538881,-0.853147,
11.7187,12.5912,-2.72505,0.0332511,-0.00522348,11.0314,-2.0839,0.539986,-0.852442,
11.72,12.5961,-2.71944,0.0332001,-0.00522127,11.0327,-2.0839,0.54109,-0.851735,
11.7212,12.6009,-2.71383,0.033149,-0.00521906,11.034,-2.08391,0.542193,-0.851027,
11.7225,12.6058,-2.70822,0.0330978,-0.00521683,11.0353,-2.08391,0.543295,-0.850317,
11.7237,12.6106,-2.7026,0.0330465,-0.0052146,11.0366,-2.08392,0.544396,-0.849606,
11.725,12.6154,-2.69697,0.0329952,-0.00521235,11.0379,-2.08393,0.545497,-0.848893,
11.7262,12.6202,-2.69135,0.0329438,-0.00521009,11.0392,-2.08393,0.546596,-0.848179,
11.7275,12.625,-2.68572,0.0328923,-0.00520781,11.0405,-2.08394,0.547695,-0.847463,
11.7287,12.6297,-2.68008,0.0328407,-0.00520553,11.0418,-2.08395,0.548793,-0.846746,
11.73,12.6344,-2.67444,0.0327891,-0.00520324,11.0431,-2.08395,0.549889,-0.846028,
11.7312,12.6391,-2.6688,0.0327374,-0.00520094,11.0444,-2.08396,0.550985,-0.845308,
11.7325,12.6438,-2.66315,0.0326856,-0.00519862,11.0457,-2.08396,0.55208,-0.844587,
11.7337,12.6484,-2.6575,0.0326338,-0.00519629,11.047,-2.08397,0.553175,-0.843864,
11.735,12.6531,-2.65185,0.0325818,-0.00519395,11.0483,-2.08398,0.554268,-0.84314,
11.7362,12.6577,-2.64619,0.0325298,-0.0051916,11.0496,-2.08398,0.55536,-0.842414,
11.7375,12.6623,-2.64053,0.0324778,-0.00518923,11.0509,-2.08399,0.556451,-0.841687,
11.7387,12.6668,-2.63486,0.0324256,-0.00518686,11.0522,-2.084,0.557542,-0.840958,
11.74,12.6714,-2.62919,0.0323734,-0.00518447,11.0535,-2.084,0.558631,-0.840228,
11.7412,12.6759,-2.62352,0.0323211,-0.00518208,11.0548,-2.08401,0.55972,-0.839497,
