t,tau1,tau2,ddq1,ddq2,q1,q2,X,Y,
1.5425,-7.21002,4.05983,0.0205908,-0.0835,0.934103,-2.09599,0.113487,0.992149,
1.54375,-7.22314,4.05756,0.0206141,-0.0829782,0.935327,-2.09598,0.112269,0.992296,
1.545,-7.23626,4.05529,0.0206302,-0.0824504,0.936552,-2.09597,0.111051,0.992442,
1.54625,-7.24937,4.05302,0.0206391,-0.0819167,0.937776,-2.09596,0.109832,0.992585,
1.5475,-7.26248,4.05074,0.020641,-0.0813772,0.939,-2.09595,0.108613,0.992727,
1.54875,-7.27559,4.04846,0.0206357,-0.0808321,0.940224,-2.09594,0.107394,0.992868,
1.55,-7.28869,4.04617,0.0206235,-0.0802814,0.941449,-2.09593,0.106175,0.993006,
1.55125,-7.30179,4.04387,0.0206043,-0.0797255,0.942673,-2.09593,0.104955,0.993144,
1.5525,-7.31489,4.04157,0.0205782,-0.0791643,0.943897,-2.09592,0.103736,0.993279,
1.55375,-7.32798,4.03927,0.0205452,-0.078598,0.945122,-2.09591,0.102516,0.993413,
1.555,-7.34107,4.03696,0.0205055,-0.0780269,0.946346,-2.0959,0.101296,0.993546,
1.55625,-7.35415,4.03464,0.020459,-0.0774509,0.947571,-2.09589,0.100076,0.993676,
1.5575,-7.36723,4.03232,0.0204058,-0.0768702,0.948795,-2.09588,0.0988561,0.993806,
1.55875,-7.38031,4.02999,0.0203461,-0.076285,0.95002,-2.09588,0.0976358,0.993933,
1.56,-7.39338,4.02766,0.0202797,-0.0756954,0.951244,-2.09587,0.0964153,0.994059,
1.56125,-7.40645,4.02532,0.0202068,-0.0751016,0.952469,-2.09586,0.0951947,0.994183,
1.5625,-7.41951,4.02298,0.0201275,-0.0745036,0.953693,-2.09585,0.093974,0.994306,
1.56375,-7.43257,4.02063,0.0200418,-0.0739017,0.954918,-2.09585,0.0927531,0.994427,
1.565,-7.44562,4.01827,0.0199497,-0.0732958,0.956143,-2.09584,0.0915321,0.994547,
1.56625,-7.45867,4.01591,0.0198514,-0.0726862,0.957367,-2.09583,0.090311,0.994665,
1.5675,-7.47171,4.01354,0.0197468,-0.072073,0.958592,-2.09582,0.0890897,0.994781,
1.56875,-7.48475,4.01117,0.0196361,-0.0714563,0.959817,-2.09582,0.0878683,0.994896,
1.57,-7.49779,4.00879,0.0195193,-0.0708362,0.961042,-2.09581,0.0866468,0.995009,
1.57125,-7.51081,4.00641,0.0193964,-0.070213,0.962266,-2.0958,0.0854251,0.995121,
1.5725,-7.52384,4.00402,0.0192676,-0.0695865,0.963491,-2.0958,0.0842033,0.995231,
1.57375,-7.53686,4.00162,0.0191328,-0.0689571,0.964716,-2.09579,0.0829814,0.995339,
1.575,-7.54987,3.99922,0.0189922,-0.0683249,0.965941,-2.09578,0.0817593,0.995446,
1.57625,-7.56288,3.99681,0.0188458,-0.0676899,0.967166,-2.09578,0.0805371,0.995551,
1.5775,-7.57588,3.9944,0.0186936,-0.0670522,0.968391,-2.09577,0.0793149,0.995654,
1.57875,-7.58888,3.99198,0.0185358,-0.0664121,0.969616,-2.09576,0.0780925,0.995756,
1.58,-7.60187,3.98955,0.0183724,-0.0657695,0.970841,-2.09576,0.0768699,0.995857,
1.58125,-7.61485,3.98712,0.0182034,-0.0651247,0.972066,-2.09575,0.0756473,0.995956,
1.5825,-7.62783,3.98469,0.018029,-0.0644778,0.973291,-2.09575,0.0744246,0.996053,
1.58375,-7.6408,3.98224,0.0178491,-0.0638287,0.974516,-2.09574,0.0732017,0.996149,
1.585,-7.65377,3.97979,0.0176639,-0.0631778,0.975742,-2.09573,0.0719787,0.996243,
1.58625,-7.66673,3.97734,0.0174734,-0.062525,0.976967,-2.09573,0.0707557,0.996335,
1.5875,-7.67969,3.97487,0.0172777,-0.0618706,0.978192,-2.09572,0.0695325,0.996426,
1.58875,-7.69264,3.97241,0.0170769,-0.0612145,0.979417,-2.09572,0.0683092,0.996515,
1.59,-7.70558,3.96993,0.0168709,-0.060557,0.980643,-2.09571,0.0670859,0.996603,
1.59125,-7.71852,3.96745,0.0166599,-0.0598981,0.981868,-2.09571,0.0658624,0.996689,
1.5925,-7.73144,3.96497,0.016444,-0.0592379,0.983093,-2.0957,0.0646389,0.996773,
1.59375,-7.74437,3.96247,0.0162232,-0.0585766,0.984318,-2.0957,0.0634152,0.996856,
1.595,-7.75728,3.95997,0.0159975,-0.0579142,0.985544,-2.09569,0.0621915,0.996938,
1.59625,-7.77019,3.95747,0.0157671,-0.0572508,0.986769,-2.09569,0.0609676,0.997017,
1.5975,-7.78309,3.95496,0.0155319,-0.0565866,0.987995,-2.09568,0.0597437,0.997096,
1.59875,-7.79599,3.95244,0.0152922,-0.0559217,0.98922,-2.09568,0.0585197,0.997172,
1.6,-7.80888,3.94992,0.0150479,-0.0552561,0.990446,-2.09567,0.0572956,0.997247,
1.60125,-7.82176,3.94739,0.0147991,-0.05459,0.991671,-2.09567,0.0560715,0.997321,
1.6025,-7.83463,3.94485,0.0145458,-0.0539234,0.992897,-2.09567,0.0548472,0.997393,
1.60375,-7.8475,3.94231,0.0142882,-0.0532565,0.994122,-2.09566,0.0536229,0.997463,
1.605,-7.86036,3.93976,0.0140263,-0.0525893,0.995348,-2.09566,0.0523985,0.997532,
1.60625,-7.87321,3.9372,0.0137602,-0.051922,0.996573,-2.09565,0.051174,0.997599,
1.6075,-7.88605,3.93464,0.0134899,-0.0512546,0.997799,-2.09565,0.0499495,0.997664,
1.60875,-7.89889,3.93207,0.0132156,-0.0505873,0.999024,-2.09564,0.0487249,0.997728,
1.61,-7.91172,3.92949,0.0129372,-0.04992,1.00025,-2.09564,0.0475002,0.997791,
1.61125,-7.92454,3.92691,0.0126548,-0.049253,1.00148,-2.09564,0.0462755,0.997852,
1.6125,-7.93735,3.92432,0.0123685,-0.0485864,1.0027,-2.09563,0.0450507,0.997911,
1.61375,-7.95015,3.92173,0.0120785,-0.0479201,1.00393,-2.09563,0.0438258,0.997969,
1.615,-7.96295,3.91913,0.0117846,-0.0472542,1.00515,-2.09563,0.0426009,0.998025,
1.61625,-7.97573,3.91652,0.0114871,-0.046589,1.00638,-2.09562,0.0413759,0.998079,
1.6175,-7.98851,3.9139,0.011186,-0.0459244,1.0076,-2.09562,0.0401509,0.998132,
1.61875,-8.00128,3.91128,0.0108813,-0.0452606,1.00883,-2.09562,0.0389258,0.998184,
1.62,-8.01405,3.90865,0.0105731,-0.0445976,1.01006,-2.09561,0.0377007,0.998234,
1.62125,-8.0268,3.90602,0.0102615,-0.0439355,1.01128,-2.09561,0.0364755,0.998282,
1.6225,-8.03954,3.90338,0.00994649,-0.0432744,1.01251,-2.09561,0.0352503,0.998329,
1.62375,-8.05228,3.90073,0.00962824,-0.0426144,1.01373,-2.0956,0.034025,0.998374,
1.625,-8.065,3.89808,0.00930677,-0.0419555,1.01496,-2.0956,0.0327997,0.998417,
1.62625,-8.07772,3.89541,0.00898214,-0.0412978,1.01619,-2.0956,0.0315744,0.99846,
1.6275,-8.09043,3.89275,0.00865443,-0.0406415,1.01741,-2.09559,0.030349,0.9985,
1.62875,-8.10313,3.89007,0.0083237,-0.0399865,1.01864,-2.09559,0.0291236,0.998539,
1.63,-8.11582,3.88739,0.00799001,-0.039333,1.01986,-2.09559,0.0278981,0.998576,
1.63125,-8.1285,3.8847,0.00765344,-0.0386811,1.02109,-2.09559,0.0266726,0.998612,
1.6325,-8.14117,3.88201,0.00731405,-0.0380307,1.02231,-2.09558,0.0254471,0.998646,
1.63375,-8.15383,3.87931,0.00697191,-0.037382,1.02354,-2.09558,0.0242216,0.998679,
1.635,-8.16648,3.8766,0.00662708,-0.0367351,1.02477,-2.09558,0.022996,0.99871,
1.63625,-8.17912,3.87388,0.00627962,-0.03609,1.02599,-2.09558,0.0217704,0.99874,
1.6375,-8.19175,3.87116,0.00592961,-0.0354468,1.02722,-2.09557,0.0205448,0.998768,
1.63875,-8.20438,3.86843,0.00557711,-0.0348055,1.02844,-2.09557,0.0193192,0.998794,
1.64,-8.21699,3.8657,0.00522219,-0.0341663,1.02967,-2.09557,0.0180936,0.998819,
1.64125,-8.22959,3.86295,0.0048649,-0.0335292,1.0309,-2.09557,0.0168679,0.998843,
1.6425,-8.24218,3.8602,0.00450532,-0.0328942,1.03212,-2.09556,0.0156422,0.998865,
1.64375,-8.25476,3.85745,0.00414351,-0.0322614,1.03335,-2.09556,0.0144166,0.998885,
1.645,-8.26733,3.85469,0.00377953,-0.0316309,1.03457,-2.09556,0.0131909,0.998904,
1.64625,-8.27989,3.85192,0.00341345,-0.0310027,1.0358,-2.09556,0.0119652,0.998921,
1.6475,-8.29244,3.84914,0.00304534,-0.030377,1.03703,-2.09556,0.0107395,0.998937,
1.64875,-8.30498,3.84636,0.00267525,-0.0297537,1.03825,-2.09555,0.00951379,0.998951,
1.65,-8.31751,3.84356,0.00230326,-0.0291329,1.03948,-2.09555,0.00828809,0.998963,
1.65125,-8.33002,3.84077,0.00192941,-0.0285147,1.0407,-2.09555,0.00706239,0.998974,
1.6525,-8.34253,3.83796,0.00155379,-0.0278991,1.04193,-2.09555,0.0058367,0.998984,
1.65375,-8.35502,3.83515,0.00117644,-0.0272862,1.04316,-2.09555,0.00461101,0.998992,
1.655,-8.36751,3.83233,0.000797438,-0.0266761,1.04438,-2.09555,0.00338534,0.998998,
1.65625,-8.37998,3.82951,0.000416837,-0.0260687,1.04561,-2.09554,0.00215967,0.999003,
1.6575,-8.39244,3.82668,3.47093e-05,-0.0254642,1.04684,-2.09554,0.000934016,0.999006,
1.65875,-8.40489,3.82384,-0.000348896,-0.0248626,1.04806,-2.09554,-0.000291623,0.999008,
1.66,-8.41733,3.82099,-0.000733905,-0.0242639,1.04929,-2.09554,-0.00151724,0.999008,
1.66125,-8.42975,3.81814,-0.00112027,-0.0236683,1.05051,-2.09554,-0.00274285,0.999007,
1.6625,-8.44217,3.81528,-0.00150791,-0.0230756,1.05174,-2.09554,-0.00396843,0.999004,
1.66375,-8.45457,3.81241,-0.00189679,-0.0224861,1.05297,-2.09553,-0.00519399,0.999,
1.665,-8.46696,3.80954,-0.00228683,-0.0218997,1.05419,-2.09553,-0.00641952,0.998994,
1.66625,-8.47934,3.80666,-0.00267798,-0.0213165,1.05542,-2.09553,-0.00764502,0.998986,
1.6675,-8.49171,3.80377,-0.00307017,-0.0207365,1.05664,-2.09553,-0.0088705,0.998978,
1.66875,-8.50406,3.80088,-0.00346335,-0.0201598,1.05787,-2.09553,-0.0100959,0.998967,
1.67,-8.51641,3.79797,-0.00385746,-0.0195864,1.0591,-2.09553,-0.0113214,0.998955,
1.67125,-8.52874,3.79506,-0.00425245,-0.0190164,1.06032,-2.09553,-0.0125467,0.998941,
1.6725,-8.54105,3.79215,-0.00464824,-0.0184497,1.06155,-2.09553,-0.0137721,0.998926,
1.67375,-8.55336,3.78923,-0.00504479,-0.0178865,1.06277,-2.09552,-0.0149974,0.99891,
1.675,-8.56565,3.7863,-0.00544203,-0.0173268,1.064,-2.09552,-0.0162226,0.998892,
1.67625,-8.57793,3.78336,-0.00583992,-0.0167706,1.06523,-2.09552,-0.0174478,0.998872,
1.6775,-8.5902,3.78042,-0.00623838,-0.0162179,1.06645,-2.09552,-0.018673,0.998851,
1.67875,-8.60246,3.77747,-0.00663738,-0.0156688,1.06768,-2.09552,-0.0198981,0.998828,
1.68,-8.6147,3.77451,-0.00703684,-0.0151233,1.0689,-2.09552,-0.0211232,0.998804,
1.68125,-8.62693,3.77154,-0.00743672,-0.0145815,1.07013,-2.09552,-0.0223482,0.998778,
1.6825,-8.63914,3.76857,-0.00783696,-0.0140433,1.07136,-2.09552,-0.0235731,0.998751,
1.68375,-8.65135,3.76559,-0.0082375,-0.0135089,1.07258,-2.09552,-0.024798,0.998722,
1.685,-8.66354,3.76261,-0.00863829,-0.0129782,1.07381,-2.09551,-0.0260229,0.998692,
1.68625,-8.67571,3.75961,-0.00903929,-0.0124513,1.07503,-2.09551,-0.0272476,0.99866,
1.6875,-8.68788,3.75661,-0.00944042,-0.0119282,1.07626,-2.09551,-0.0284724,0.998626,
1.68875,-8.70003,3.75361,-0.00984165,-0.0114089,1.07748,-2.09551,-0.029697,0.998592,
1.69,-8.71216,3.75059,-0.0102429,-0.0108935,1.07871,-2.09551,-0.0309216,0.998555,
1.69125,-8.72428,3.74757,-0.0106442,-0.010382,1.07994,-2.09551,-0.0321461,0.998517,
1.6925,-8.73639,3.74454,-0.0110453,-0.00987442,1.08116,-2.09551,-0.0333705,0.998478,
1.69375,-8.74849,3.74151,-0.0114464,-0.00937075,1.08239,-2.09551,-0.0345949,0.998437,
1.695,-8.76057,3.73847,-0.0118473,-0.00887106,1.08361,-2.09551,-0.0358192,0.998394,
1.69625,-8.77264,3.73542,-0.012248,-0.00837535,1.08484,-2.09551,-0.0370434,0.998351,
1.6975,-8.78469,3.73236,-0.0126483,-0.00788365,1.08607,-2.09551,-0.0382675,0.998305,
1.69875,-8.79673,3.7293,-0.0130484,-0.00739598,1.08729,-2.0955,-0.0394916,0.998258,
1.7,-8.80876,3.72623,-0.0134481,-0.00691237,1.08852,-2.0955,-0.0407156,0.99821,
1.70125,-8.82077,3.72315,-0.0138474,-0.00643282,1.08974,-2.0955,-0.0419394,0.99816,
1.7025,-8.83277,3.72007,-0.0142463,-0.00595737,1.09097,-2.0955,-0.0431632,0.998108,
1.70375,-8.84475,3.71698,-0.0146446,-0.00548603,1.09219,-2.0955,-0.0443869,0.998055,
1.705,-8.85672,3.71388,-0.0150423,-0.00501882,1.09342,-2.0955,-0.0456106,0.998001,
1.70625,-8.86867,3.71077,-0.0154395,-0.00455574,1.09465,-2.0955,-0.0468341,0.997944,
1.7075,-8.88061,3.70766,-0.0158359,-0.00409683,1.09587,-2.0955,-0.0480575,0.997887,
1.70875,-8.89254,3.70454,-0.0162317,-0.00364209,1.0971,-2.0955,-0.0492808,0.997828,
1.71,-8.90445,3.70142,-0.0166268,-0.00319155,1.09832,-2.0955,-0.050504,0.997767,
1.71125,-8.91634,3.69828,-0.017021,-0.0027452,1.09955,-2.0955,-0.0517271,0.997705,
1.7125,-8.92822,3.69514,-0.0174144,-0.00230308,1.10077,-2.0955,-0.0529501,0.997642,
1.71375,-8.94009,3.69199,-0.0178069,-0.00186518,1.102,-2.0955,-0.0541731,0.997577,
1.715,-8.95194,3.68884,-0.0181985,-0.00143152,1.10322,-2.0955,-0.0553958,0.99751,
1.71625,-8.96378,3.68568,-0.0185892,-0.00100211,1.10445,-2.09549,-0.0566185,0.997442,
1.7175,-8.9756,3.68251,-0.0189788,-0.000576965,1.10567,-2.09549,-0.0578411,0.997373,
1.71875,-8.98741,3.67934,-0.0193674,-0.000156081,1.1069,-2.09549,-0.0590635,0.997302,
1.72,-8.9992,3.67615,-0.0197548,0.000260515,1.10813,-2.09549,-0.0602859,0.997229,
1.72125,-9.01097,3.67296,-0.0201412,0.000672835,1.10935,-2.09549,-0.0615081,0.997155,
1.7225,-9.02273,3.66977,-0.0205264,0.00108085,1.11058,-2.09549,-0.0627302,0.997079,
1.72375,-9.03448,3.66657,-0.0209103,0.00148458,1.1118,-2.09549,-0.0639522,0.997002,
1.725,-9.04621,3.66336,-0.021293,0.00188399,1.11303,-2.09549,-0.065174,0.996924,
1.72625,-9.05792,3.66014,-0.0216744,0.00227911,1.11425,-2.09549,-0.0663957,0.996844,
1.7275,-9.06962,3.65691,-0.0220545,0.0026699,1.11548,-2.09549,-0.0676173,0.996762,
1.72875,-9.0813,3.65368,-0.0224331,0.00305638,1.1167,-2.09549,-0.0688388,0.996679,
1.73,-9.09297,3.65045,-0.0228104,0.00343853,1.11793,-2.09549,-0.0700601,0.996595,
1.73125,-9.10462,3.6472,-0.0231863,0.00381636,1.11915,-2.09549,-0.0712813,0.996509,
1.7325,-9.11626,3.64395,-0.0235606,0.00418986,1.12038,-2.09549,-0.0725023,0.996421,
1.73375,-9.12788,3.64069,-0.0239334,0.00455904,1.1216,-2.09548,-0.0737232,0.996333,
1.735,-9.13948,3.63743,-0.0243047,0.00492389,1.12283,-2.09548,-0.074944,0.996242,
1.73625,-9.15107,3.63415,-0.0246744,0.00528442,1.12405,-2.09548,-0.0761646,0.99615,
1.7375,-9.16264,3.63087,-0.0250424,0.00564061,1.12528,-2.09548,-0.0773851,0.996057,
1.73875,-9.17419,3.62759,-0.0254088,0.00599249,1.1265,-2.09548,-0.0786054,0.995962,
1.74,-9.18573,3.6243,-0.0257735,0.00634004,1.12773,-2.09548,-0.0798256,0.995866,
1.74125,-9.19726,3.621,-0.0261365,0.00668328,1.12895,-2.09548,-0.0810456,0.995768,
1.7425,-9.20877,3.61769,-0.0264977,0.00702218,1.13017,-2.09548,-0.0822655,0.995668,
1.74375,-9.22026,3.61438,-0.0268571,0.00735679,1.1314,-2.09548,-0.0834852,0.995567,
1.745,-9.23173,3.61105,-0.0272147,0.00768708,1.13262,-2.09548,-0.0847047,0.995465,
1.74625,-9.24319,3.60773,-0.0275704,0.00801307,1.13385,-2.09548,-0.0859241,0.995361,
1.7475,-9.25463,3.60439,-0.0279242,0.00833475,1.13507,-2.09548,-0.0871433,0.995256,
1.74875,-9.26606,3.60105,-0.0282762,0.00865215,1.1363,-2.09547,-0.0883624,0.995149,
1.75,-9.27746,3.5977,-0.0286261,0.00896525,1.13752,-2.09547,-0.0895813,0.995041,
1.75125,-9.28886,3.59435,-0.0289741,0.00927409,1.13875,-2.09547,-0.0908,0.994931,
1.7525,-9.30023,3.59099,-0.0293201,0.00957864,1.13997,-2.09547,-0.0920186,0.99482,
1.75375,-9.31159,3.58762,-0.0296641,0.00987894,1.14119,-2.09547,-0.093237,0.994708,
1.755,-9.32293,3.58425,-0.030006,0.010175,1.14242,-2.09547,-0.0944552,0.994593,
1.75625,-9.33426,3.58086,-0.0303458,0.0104668,1.14364,-2.09547,-0.0956732,0.994478,
1.7575,-9.34557,3.57747,-0.0306835,0.0107543,1.14487,-2.09547,-0.0968911,0.994361,
1.75875,-9.35686,3.57408,-0.0310191,0.0110377,1.14609,-2.09547,-0.0981087,0.994242,
1.76,-9.36813,3.57068,-0.0313525,0.0113168,1.14732,-2.09547,-0.0993262,0.994122,
1.76125,-9.37939,3.56727,-0.0316837,0.0115917,1.14854,-2.09547,-0.100544,0.994001,
1.7625,-9.39063,3.56385,-0.0320126,0.0118624,1.14976,-2.09546,-0.101761,0.993878,
1.76375,-9.40185,3.56043,-0.0323394,0.0121289,1.15099,-2.09546,-0.102978,0.993753,
1.765,-9.41306,3.557,-0.0326638,0.0123913,1.15221,-2.09546,-0.104194,0.993627,
1.76625,-9.42425,3.55357,-0.032986,0.0126495,1.15343,-2.09546,-0.105411,0.9935,
1.7675,-9.43542,3.55012,-0.0333059,0.0129036,1.15466,-2.09546,-0.106627,0.993371,
1.76875,-9.44658,3.54667,-0.0336234,0.0131535,1.15588,-2.09546,-0.107843,0.993241,
1.77,-9.45771,3.54322,-0.0339386,0.0133993,1.15711,-2.09546,-0.109059,0.993109,
1.77125,-9.46883,3.53976,-0.0342514,0.013641,1.15833,-2.09546,-0.110275,0.992976,
1.7725,-9.47994,3.53629,-0.0345618,0.0138787,1.15955,-2.09546,-0.111491,0.992841,
1.77375,-9.49102,3.53281,-0.0348698,0.0141122,1.16078,-2.09545,-0.112706,0.992705,
1.775,-9.50209,3.52933,-0.0351754,0.0143417,1.162,-2.09545,-0.113921,0.992567,
1.77625,-9.51314,3.52584,-0.0354785,0.0145672,1.16322,-2.09545,-0.115136,0.992428,
1.7775,-9.52418,3.52234,-0.0357791,0.0147887,1.16445,-2.09545,-0.116351,0.992288,
1.77875,-9.53519,3.51884,-0.0360772,0.0150061,1.16567,-2.09545,-0.117565,0.992146,
1.78,-9.54619,3.51533,-0.0363728,0.0152196,1.16689,-2.09545,-0.118779,0.992002,
1.78125,-9.55717,3.51182,-0.0366659,0.0154291,1.16812,-2.09545,-0.119994,0.991857,
1.7825,-9.56813,3.5083,-0.0369564,0.0156346,1.16934,-2.09545,-0.121207,0.991711,
1.78375,-9.57908,3.50477,-0.0372444,0.0158362,1.17056,-2.09544,-0.122421,0.991563,
1.785,-9.59001,3.50123,-0.0375298,0.0160339,1.17178,-2.09544,-0.123634,0.991414,
1.78625,-9.60092,3.49769,-0.0378126,0.0162277,1.17301,-2.09544,-0.124848,0.991263,
1.7875,-9.61181,3.49414,-0.0380928,0.0164176,1.17423,-2.09544,-0.126061,0.991111,
1.78875,-9.62268,3.49059,-0.0383704,0.0166037,1.17545,-2.09544,-0.127273,0.990957,
1.79,-9.63354,3.48703,-0.0386453,0.0167859,1.17668,-2.09544,-0.128486,0.990802,
1.79125,-9.64438,3.48346,-0.0389176,0.0169643,1.1779,-2.09543,-0.129698,0.990645,
1.7925,-9.6552,3.47988,-0.0391872,0.0171389,1.17912,-2.09543,-0.13091,0.990487,
1.79375,-9.666,3.4763,-0.0394541,0.0173098,1.18034,-2.09543,-0.132122,0.990328,
1.795,-9.67678,3.47272,-0.0397183,0.0174768,1.18157,-2.09543,-0.133333,0.990167,
1.79625,-9.68755,3.46912,-0.0399799,0.0176402,1.18279,-2.09543,-0.134545,0.990004,
1.7975,-9.6983,3.46552,-0.0402387,0.0177998,1.18401,-2.09543,-0.135756,0.98984,
1.79875,-9.70903,3.46192,-0.0404948,0.0179558,1.18523,-2.09543,-0.136967,0.989675,
1.8,-9.71974,3.4583,-0.0407481,0.0181081,1.18646,-2.09542,-0.138177,0.989508,
1.80125,-9.73044,3.45468,-0.0409987,0.0182568,1.18768,-2.09542,-0.139387,0.98934,
1.8025,-9.74111,3.45106,-0.0412466,0.0184018,1.1889,-2.09542,-0.140597,0.98917,
1.80375,-9.75177,3.44743,-0.0414917,0.0185432,1.19012,-2.09542,-0.141807,0.988999,
1.805,-9.76241,3.44379,-0.041734,0.0186811,1.19134,-2.09542,-0.143017,0.988827,
1.80625,-9.77304,3.44014,-0.0419735,0.0188154,1.19257,-2.09541,-0.144226,0.988653,
1.8075,-9.78364,3.43649,-0.0422102,0.0189462,1.19379,-2.09541,-0.145435,0.988477,
1.80875,-9.79422,3.43283,-0.0424442,0.0190735,1.19501,-2.09541,-0.146644,0.9883,
1.81,-9.80479,3.42917,-0.0426753,0.0191973,1.19623,-2.09541,-0.147853,0.988122,
1.81125,-9.81534,3.4255,-0.0429036,0.0193176,1.19745,-2.09541,-0.149061,0.987942,
1.8125,-9.82587,3.42182,-0.0431291,0.0194345,1.19867,-2.0954,-0.150269,0.987761,
1.81375,-9.83638,3.41814,-0.0433518,0.019548,1.1999,-2.0954,-0.151477,0.987578,
1.815,-9.84688,3.41445,-0.0435717,0.0196582,1.20112,-2.0954,-0.152684,0.987394,
1.81625,-9.85735,3.41076,-0.0437887,0.019765,1.20234,-2.0954,-0.153891,0.987209,
1.8175,-9.86781,3.40705,-0.0440029,0.0198684,1.20356,-2.0954,-0.155098,0.987022,
1.81875,-9.87825,3.40335,-0.0442142,0.0199686,1.20478,-2.09539,-0.156305,0.986833,
1.82,-9.88867,3.39963,-0.0444227,0.0200655,1.206,-2.09539,-0.157511,0.986643,
1.82125,-9.89907,3.39591,-0.0446283,0.0201591,1.20722,-2.09539,-0.158717,0.986452,
1.8225,-9.90946,3.39219,-0.0448311,0.0202495,1.20844,-2.09539,-0.159923,0.986259,
1.82375,-9.91982,3.38845,-0.0450311,0.0203367,1.20967,-2.09538,-0.161128,0.986065,
1.825,-9.93017,3.38471,-0.0452281,0.0204207,1.21089,-2.09538,-0.162334,0.985869,
1.82625,-9.9405,3.38097,-0.0454223,0.0205016,1.21211,-2.09538,-0.163539,0.985672,
1.8275,-9.95081,3.37722,-0.0456137,0.0205793,1.21333,-2.09538,-0.164743,0.985474,
1.82875,-9.9611,3.37346,-0.0458022,0.020654,1.21455,-2.09537,-0.165948,0.985274,
1.83,-9.97137,3.3697,-0.0459878,0.0207256,1.21577,-2.09537,-0.167152,0.985072,
1.83125,-9.98162,3.36593,-0.0461705,0.0207942,1.21699,-2.09537,-0.168356,0.98487,
1.8325,-9.99186,3.36215,-0.0463504,0.0208597,1.21821,-2.09537,-0.169559,0.984665,
1.83375,-10.0021,3.35837,-0.0465275,0.0209223,1.21943,-2.09536,-0.170762,0.98446,
1.835,-10.0123,3.35458,-0.0467016,0.0209819,1.22065,-2.09536,-0.171965,0.984253,
1.83625,-10.0225,3.35079,-0.0468729,0.0210386,1.22187,-2.09536,-0.173168,0.984044,
1.8375,-10.0326,3.34699,-0.0470413,0.0210923,1.22309,-2.09536,-0.17437,0.983834,
1.83875,-10.0428,3.34318,-0.0472069,0.0211432,1.22431,-2.09535,-0.175572,0.983623,
1.84,-10.0529,3.33937,-0.0473696,0.0211913,1.22553,-2.09535,-0.176774,0.98341,
1.84125,-10.063,3.33555,-0.0475295,0.0212365,1.22675,-2.09535,-0.177975,0.983196,
1.8425,-10.0731,3.33173,-0.0476865,0.0212789,1.22797,-2.09535,-0.179176,0.98298,
1.84375,-10.0831,3.3279,-0.0478407,0.0213186,1.22919,-2.09534,-0.180377,0.982763,
1.845,-10.0932,3.32406,-0.047992,0.0213555,1.23041,-2.09534,-0.181577,0.982544,
1.84625,-10.1032,3.32022,-0.0481405,0.0213898,1.23163,-2.09534,-0.182777,0.982324,
1.8475,-10.1132,3.31637,-0.0482861,0.0214213,1.23285,-2.09533,-0.183977,0.982103,
1.84875,-10.1232,3.31252,-0.0484289,0.0214502,1.23407,-2.09533,-0.185176,0.98188,
1.85,-10.1332,3.30866,-0.0485689,0.0214764,1.23529,-2.09533,-0.186376,0.981656,
1.85125,-10.1432,3.30479,-0.0487061,0.0215001,1.23651,-2.09533,-0.187574,0.98143,
1.8525,-10.1531,3.30092,-0.0488404,0.0215212,1.23773,-2.09532,-0.188773,0.981203,
1.85375,-10.163,3.29705,-0.0489719,0.0215398,1.23895,-2.09532,-0.189971,0.980974,
1.855,-10.1729,3.29316,-0.0491006,0.0215558,1.24017,-2.09532,-0.191169,0.980744,
1.85625,-10.1828,3.28927,-0.0492266,0.0215694,1.24138,-2.09531,-0.192366,0.980513,
1.8575,-10.1927,3.28538,-0.0493497,0.0215805,1.2426,-2.09531,-0.193564,0.98028,
1.85875,-10.2025,3.28148,-0.04947,0.0215892,1.24382,-2.09531,-0.19476,0.980046,
1.86,-10.2123,3.27757,-0.0495876,0.0215955,1.24504,-2.0953,-0.195957,0.97981,
1.86125,-10.2221,3.27366,-0.0497024,0.0215994,1.24626,-2.0953,-0.197153,0.979573,
1.8625,-10.2319,3.26974,-0.0498144,0.0216009,1.24748,-2.0953,-0.198349,0.979335,
1.86375,-10.2417,3.26582,-0.0499236,0.0216002,1.2487,-2.09529,-0.199544,0.979095,
1.865,-10.2514,3.26189,-0.0500301,0.0215972,1.24992,-2.09529,-0.200739,0.978854,
1.86625,-10.2612,3.25795,-0.0501339,0.0215919,1.25113,-2.09529,-0.201934,0.978611,
1.8675,-10.2709,3.25401,-0.050235,0.0215843,1.25235,-2.09528,-0.203129,0.978367,
1.86875,-10.2806,3.25006,-0.0503333,0.0215746,1.25357,-2.09528,-0.204323,0.978121,
1.87,-10.2902,3.24611,-0.0504289,0.0215627,1.25479,-2.09528,-0.205517,0.977874,
1.87125,-10.2999,3.24215,-0.0505218,0.0215487,1.25601,-2.09527,-0.20671,0.977626,
1.8725,-10.3095,3.23819,-0.050612,0.0215325,1.25722,-2.09527,-0.207903,0.977376,
1.87375,-10.3191,3.23422,-0.0506995,0.0215143,1.25844,-2.09526,-0.209096,0.977125,
1.875,-10.3287,3.23024,-0.0507844,0.021494,1.25966,-2.09526,-0.210288,0.976872,
1.87625,-10.3383,3.22626,-0.0508666,0.0214716,1.26088,-2.09526,-0.21148,0.976618,
